ECal_Offset_Factor_err:	0.117749	0.00867411	6.80769e-05
WCal_Offset_Factor_err:	-0.0233945	0.00819298	5.90873e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
450.6678    1.904526    486.8806    1.680133    4.032924  0.01387218    4.028661  0.01392311
355.1075    1.367857    394.8375    1.246196    3.201938 0.009697877    3.180228 0.009643277
304.9091    1.133559    337.4445    1.042555     2.74815 0.008004357    2.740748  0.00800183
270.8123    1.006551    306.3025   0.9459123    2.466954 0.007097197    2.470247 0.006973091
248.9258   0.9438466    283.0905    0.881531    2.287466 0.006663802    2.278719 0.006558813
234.9685   0.9219578    266.0712   0.8534925    2.160082 0.006549179    2.162123 0.006425127
225.7729   0.9377491    254.4547   0.8831999    2.068329 0.006607386    2.067805 0.006509796
217.0193   0.9674884    245.2215   0.9220165    1.982583 0.007028061    1.986843 0.006805902
209.207    1.074857    235.6237   0.9794985     1.95049 0.007556616    1.923745 0.007470076
205.474    1.201186     233.633    1.136731    1.901018 0.008470603    1.868765 0.008529425
197.7975    1.387606    225.3712    1.338059    1.842599  0.01023879    1.844629  0.01033614
196.3392    1.797889    222.4737    1.754865    1.821335  0.01400768    1.825278  0.01365396
195.423    2.569452    219.7441    2.553359     1.80046  0.02124668    1.775297  0.01979258
196.2123    5.102615    212.9591    4.163052     1.78008  0.03654544    1.787971  0.04001456
