ECal_Offset_Factor_err:	0.0912251	0.00917901	6.12595e-05
WCal_Offset_Factor_err:	0.00942481	0.00833187	5.11156e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
427.1585    1.510646    471.8472    1.406394    4.036004  0.01205261    4.036591  0.01210969
338.9968    1.093833    385.8554    1.067884    3.179678 0.008157261    3.197216 0.008233328
288.227   0.9147151    331.0136   0.8689339    2.749334 0.006842265    2.744938 0.006733694
260.5347   0.8292946    296.7179   0.7878819    2.470952 0.005888948     2.45956 0.005940862
239.6099   0.7784043    275.6708   0.7443727    2.293419 0.005584078    2.282429 0.005513152
224.6261   0.7642171    258.4407   0.7118777     2.15376 0.005469104    2.163457 0.005473491
215.3074   0.7623852    246.2117   0.7253419    2.073178 0.005478528     2.07539  0.00544965
206.6621   0.7930323     236.438   0.7443167    1.985274 0.005890791    1.982928 0.005770693
200.7925     0.84592    229.6344   0.8164215    1.933223 0.006242766    1.932481 0.006295737
197.06   0.9830531    222.6633   0.8989189    1.878427 0.007364984    1.878044 0.007316072
189.4282    1.160853    219.0772    1.019499    1.846896 0.008811777    1.848756 0.008673079
184.346    1.538115    217.4239    1.277972    1.799425  0.01170524    1.836581  0.01174912
184.3886     2.19245    212.2227    1.789961    1.800889  0.01658888    1.805342  0.01793229
178.9964    3.912989    215.0341    3.112952    1.767194   0.0288442    1.766442  0.03261956
