ECal_Offset_Factor_err:	0.130665	0.0095419	7.32306e-05
WCal_Offset_Factor_err:	0.16105	0.00994209	6.99414e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
405.9531     1.63716    383.4061    1.344678    4.026203  0.01397962    4.051094  0.01368958
320.9872    1.196587    305.5465    0.956856     3.19317 0.009460414    3.185982 0.009672199
275.2922   0.9933493    261.1318   0.8019771    2.747486  0.00786287    2.746973 0.007887255
245.1005   0.8890021    233.8289    0.700892    2.460314 0.007020302    2.459996   0.0068012
226.8828   0.8200761    215.8143   0.6647847    2.294068  0.00653893    2.288771 0.006562514
212.9615   0.8165974    202.0942   0.6462226    2.153505  0.00637409    2.148489 0.006333608
201.9764   0.8153367     192.332   0.6454805    2.067034 0.006545037    2.061759 0.006402255
193.3641   0.8740456    184.7993   0.6802448    1.984248 0.006771057      1.9839 0.006662115
189.2844   0.9342865    177.8328   0.7394226    1.931927   0.0075072    1.938943 0.007288172
184.6812    1.063781    173.9612   0.8047604    1.911002 0.008402531    1.873361 0.008444542
180.7778     1.27388    170.5369   0.9762381    1.860346   0.0105182    2.781584  0.02876533
177.1776    1.706664    165.5121    1.251358    1.796707  0.01357672    1.812419  0.01316097
171.3181    2.359533    165.2159    1.797371     1.77134  0.02217833     1.78988  0.02100027
174.5081    4.179271    157.8594    3.208968    1.786676   0.0398999    1.770607  0.03802246
