ECal_Offset_Factor_err:	0.100558	0.00921298	5.97592e-05
WCal_Offset_Factor_err:	-0.0203969	0.00796941	4.77466e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
421.7589    1.443755    495.1827    1.440722    4.036384  0.01150402    4.029105  0.01193237
336.7185     1.05574    407.3038    1.078076    3.182895 0.008057142    3.193305 0.008150372
288.5536   0.8799328    350.7003   0.9091983    2.739442 0.006578166     2.75233 0.006609696
257.9437   0.7862418    315.9479   0.8090205    2.469381 0.005897347    2.473461 0.005878103
237.3645   0.7407581    291.1218    0.755458    2.294522 0.005525379    2.292436 0.005542282
223.6343   0.7318508     273.892   0.7469312    2.157948 0.005446025    2.153892 0.005331071
212.5871   0.7398987    261.6442   0.7314491    2.067417 0.005444342    2.063334 0.005398013
205.9074   0.7806708     250.659   0.7763805    1.989177 0.005849446    1.984107 0.005711602
199.9229   0.8513998    242.1882    0.835663    1.931439 0.006279984    1.923129 0.006220086
192.5469   0.9293279    235.9268   0.9186464    1.892779 0.007078861      1.8791 0.007193685
187.382    1.135242    230.7572    1.068507    1.841493 0.008687144    1.835225 0.008689202
185.6186    1.467768    228.3415    1.377563    1.800675  0.01156166    1.810934  0.01162472
181.3952    1.979158    224.6654    1.775838    1.835619  0.01815514    1.784532  0.01622191
186.6117    3.887302    220.6846    3.110186    1.773056  0.03483184     1.79326  0.03288661
