ECal_Offset_Factor_err:	0.147139	0.00951603	7.72778e-05
WCal_Offset_Factor_err:	-0.0911927	0.00403532	3.19182e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
404.98    1.789331    1026.854    4.768738    4.023619  0.01458375    4.048701  0.01422363
318.4882    1.248753    813.6477      2.8488    3.177525 0.009781025    3.207523 0.009937981
272.7363    1.027351    706.2735    2.235619    2.726744 0.008065234    2.760448 0.008062447
244.7798   0.9027841    635.3448    1.942214    2.465379 0.007308043    2.459909 0.006993158
224.2561   0.8635425    589.2906    1.860476    2.292598 0.006750994    2.292489 0.006783771
213.0486   0.8419272    558.4828    1.868582    2.168364 0.006630362    2.155051 0.006464599
200.8756   0.8351087    534.4964    1.885932    2.067901 0.006780182    2.051659 0.006769339
194.3176   0.8979425    515.1572     1.96846     1.99389 0.007153038    1.992614 0.006933785
188.9961   0.9883116    498.5776    2.130374    1.931513 0.007779254    1.934096 0.007624452
182.224     1.08668    486.4206    2.420592     1.92159 0.008511909    1.868316 0.008579144
178.9327    1.289439    475.6602    2.946141    1.836669  0.01073671    1.841006  0.01048535
180.886    1.683622     464.926    3.697426    1.842906  0.01372574    1.799378  0.01283962
172.2261    2.240458    462.4802    6.219318    1.794778  0.02050613    1.764818  0.02007191
173.9492    4.445745    465.5285    11.20809    1.799196  0.03474225    1.767097  0.03882982
