ECal_Offset_Factor_err:	1.79604	-11010.1	0.00424264
WCal_Offset_Factor_err:	1.78923	-63510.5	0.006

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0     3.13382  0.01504778    3.193682  0.01465144
0           0           0           0    2.517802  0.01014416    2.528424  0.01026676
0           0           0           0    2.171101 0.008367167    2.178405 0.008456293
0           0           0           0    1.977849 0.007585982    1.962366 0.007359476
0           0           0           0    1.801693 0.006833939     1.80761 0.007269033
0           0           0           0    1.700152  0.00696089    1.714621 0.006917407
0           0           0           0    1.645438 0.007009966    1.628523 0.006874776
0           0           0           0    1.577247 0.007259392    1.566697 0.007381262
0           0           0           0    1.540776 0.008079656    1.517928 0.008030809
0           0           0           0    1.499635 0.009686268    1.477322 0.008966788
0           0           0           0    1.478073  0.01101788    1.471141  0.01062813
0           0           0           0    1.453097  0.01444543    1.455765  0.01381472
0           0           0           0    1.394202  0.02316902    1.389364  0.02397285
0           0           0           0    1.342422  0.04007133     1.38588  0.05130182
