ECal_Offset_Factor_err:	0.185397	0.0100862	7.62303e-05
WCal_Offset_Factor_err:	0.0581207	0.00291534	2.53546e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
381.6826    1.601165    1348.028    9.049201    4.031673  0.01361774    4.046981  0.01323218
300.9186    1.152404    1082.449    4.723657    3.204687 0.009396645    3.185647 0.009245009
253.7489   0.9220063    923.6069    3.461931    2.747508 0.007749272    2.764352 0.007579587
226.1681   0.8294468    829.1409    2.931026    2.476379 0.006787812    2.475275 0.006695786
207.8076   0.7779159    768.0133    2.701495    2.286594 0.006470687    2.275471 0.006258075
194.9334   0.7493816    715.4076    2.564014    2.152658  0.00632197    2.156374 0.006082292
185.8981   0.7929528    688.1443    2.629273    2.066169 0.006259382    2.041897 0.005977102
178.0851   0.8133735     659.401    2.708141    1.991888 0.006644411    1.980375 0.006700837
173.4263   0.8267424    637.6174    2.913146    1.929276 0.007335954    1.931457 0.007175789
169.5494    1.008854    624.6135    3.355382    1.873371 0.007835898    1.897877 0.008091741
165.7269    1.161443    612.7783    4.134804     1.85342  0.01014314    1.850499 0.009864551
160.6649    1.488361    608.3013    5.076632    1.809967  0.01297414    1.830304  0.01285984
162.4164     2.02773     587.594    7.897651    1.789127  0.02021535    1.779762  0.01957317
165.439    4.083617    571.8921    13.60464     1.81678  0.03875335    1.732672  0.03385238
