ECal_Offset_Factor_ADCmerge_const_alhpa:	2.25497	-13347.1	-50	-nan	1
WCal_Offset_Factor_ADCmerge_const_alhpa:	2.25879	-13467.1	-50	-nan	1

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0    3.970934  0.01574399    4.036017   0.0154513
0           0           0           0    3.167946  0.01080009    3.195082  0.01070847
0           0           0           0    2.739545  0.00873048    2.759384 0.008795439
0           0           0           0    2.464956 0.007936325    2.470803 0.007772353
0           0           0           0    2.272298 0.007364863    2.296751 0.007268608
0           0           0           0    2.163824 0.007097553    2.141545 0.007065685
0           0           0           0    2.060894  0.00731443    2.061048 0.007280336
0           0           0           0    1.989573  0.00756939    1.986809 0.007456328
0           0           0           0    1.937131 0.008322093    1.940783 0.008247087
0           0           0           0    1.904508 0.009151981    1.888746 0.009434528
0           0           0           0    1.873439  0.01137196    1.854578  0.01111522
0           0           0           0      1.8478  0.01501564      1.7936   0.0151696
0           0           0           0    1.831506  0.02175142    1.802647   0.0217542
0           0           0           0    1.836191   0.0395462     1.74823   0.0455345
