ECal_Offset_Factor_err:	0.0807441	0.00999327	8.03316e-05
WCal_Offset_Factor_err:	0.0784605	0.00865725	6.1898e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
393.8765    1.650369    451.7996    1.598382    4.007414  0.01401605    4.053074  0.01411156
310.7834     1.20927    362.7817    1.151223    3.186538 0.009916471    3.181783 0.009874446
263.7853    0.992125    309.6278   0.9607564    2.726039 0.007800714    2.742553 0.007935097
239.3272   0.8925011    277.8875    0.844839    2.475616 0.007085462    2.477124 0.007041378
221.7651   0.8393827    254.8346   0.8050179    2.289788 0.006633377    2.287905 0.006586955
206.7335   0.8236053    238.8964   0.7678922    2.151065 0.006520124    2.160778 0.006476233
197.6007   0.8521588    228.8136   0.7948656    2.056719 0.006665152    2.051507   0.0062655
191.4393   0.8777248    219.8115   0.8343861    1.979848 0.006968379    1.982524  0.00682106
184.8765   0.9594491    212.7419   0.9070531    1.929781  0.00766217    1.934524 0.007692269
180.3831    1.097413     207.646    1.056376    1.885493 0.008318902    1.881745 0.008397333
175.4795    1.338893     203.882    1.257257    1.850636  0.01077908    1.839269  0.01056771
174.2361     1.88163    197.9673    1.645447    1.844987  0.01345973    1.810656   0.0137843
173.1454    2.776641      198.98    2.466189    1.779946  0.02087432    1.762733  0.02238996
174.7507    5.339756    211.8004     5.04039    1.688396  0.03601564    1.779088  0.03495455
