ECal_Offset_Factor_err:	0.175179	0.00938502	7.48436e-05
WCal_Offset_Factor_err:	-0.0560567	0.00382511	2.99246e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
405.053    1.724869    1053.593    4.746393    4.042967  0.01487497    4.026528  0.01405981
324.3582    1.269931    845.9253      2.9189    3.167726 0.009832542    3.178599  0.01001661
274.2816    1.025558    733.0936      2.2807    2.732038 0.007953468    2.728837 0.007800181
242.5009   0.9009312    664.5644    2.079187    2.476779 0.007195792    2.478117  0.00704158
226.7909   0.8824565    615.7811    1.902516    2.291716 0.006831027    2.282661 0.006756187
211.4469   0.8345174    574.5873    1.887443    2.165929 0.006771159    2.150605 0.006427477
201.5609   0.8503741    551.6004    1.862192    2.068892 0.006735924    2.067603 0.006641403
194.6132   0.9138204    534.1503    2.037628    1.991262 0.006981236    1.973662 0.006794793
187.5114   0.9458438    520.1926     2.20194    1.939778 0.007630141    1.932205 0.007371314
184.3733    1.069007    503.7683     2.47359    1.901936 0.008638534    1.881504 0.008484442
179.5971    1.278475    496.3969    2.999866    1.865262  0.01065125    1.832714  0.01028919
172.7921     1.67911    478.3921     3.87076    1.796263  0.01361479    1.828403  0.01392992
166.8366    2.231485    471.1756    5.529668    1.814755  0.02103107    1.797995  0.01950718
173.1586    3.674838    487.3348    9.359673    1.744073  0.03440583    1.714279    0.038896
