ECal_Offset_Factor_ADCmerge_const_alhpa:	2.25738	-9676.78	-50	-nan	0.999995
WCal_Offset_Factor_ADCmerge_const_alhpa:	2.25695	-9854.78	-50	-nan	0.999995

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0    3.984764  0.02163185    4.023922  0.02128141
0           0           0           0    3.176098  0.01445664    3.176648  0.01421609
0           0           0           0     2.73849  0.01227157    2.746846  0.01230288
0           0           0           0    2.478293  0.01108422    2.468884  0.01046334
0           0           0           0     2.29261  0.01007003     2.27531 0.009700107
0           0           0           0    2.161543  0.01008811    2.154011 0.009662642
0           0           0           0    2.073825   0.0101749    2.079405 0.009890734
0           0           0           0    1.992037  0.01023024    1.966311  0.01052536
0           0           0           0    1.930851  0.01114513    1.929059  0.01125092
0           0           0           0    1.877174  0.01302608    1.872385  0.01267488
0           0           0           0    1.838496  0.01548192    1.854155  0.01551239
0           0           0           0    1.821275  0.02047041    1.834695  0.02029992
0           0           0           0    1.847833  0.03088847    1.793382  0.03227456
0           0           0           0    1.873588  0.06521353    1.710096  0.06006874
