ECal_Offset_Factor_err:	0.0874118	0.00971297	7.28859e-05
WCal_Offset_Factor_err:	0.161294	0.00978876	6.56598e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
403.5453    1.592467    394.7156    1.374433     4.02435    0.013532    4.035927  0.01319835
320.1675    1.148466    309.5078   0.9447327    3.173716 0.009365952    3.193916  0.00930838
272.5255    0.938228    264.5826   0.7945656    2.747257 0.007643651     2.74156 0.007482045
246.2008   0.8449136    236.3953   0.6827998    2.468602 0.006630747    2.468097  0.00652852
226.1186   0.8157954    216.6664    0.638153    2.286605 0.006281261    2.280164 0.006300175
213.3245   0.7949735    203.4219   0.6191024    2.162954 0.006213298    2.160031  0.00611757
202.6564   0.7971845    193.9707   0.6364672     2.06794 0.006268338    2.062328 0.006220545
196.5877   0.8446096    186.0558   0.6534593    1.982356 0.006542107    1.980169 0.006525896
189.0255   0.9078065    180.6536   0.6972912    1.930812 0.007095358    1.936807 0.007150824
185.4739     1.00137    175.8965   0.7936993    1.876687  0.00810787    1.894075 0.008166783
179.8128    1.267461    171.6818   0.9550603    1.848305  0.01016731    1.834074 0.009778258
179.8921    1.550835    168.6892    1.158954    1.834373  0.01324861    1.807346  0.01293764
174.691    2.321464    168.2813     1.60343    1.779823  0.02078172    1.777282  0.02187206
176.9208     3.96757    166.1327    3.001475    1.759141  0.03516334    1.753131  0.03874863
