ECal_Offset_Factor_err:	0.169694	0.0102577	7.88541e-05
WCal_Offset_Factor_err:	0.0222758	0.0022309	2.27793e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
376.3254    1.607015    1704.365    20.67452    4.025315  0.01364657    4.025532  0.01368633
294.8741    1.123892     1424.07    8.061381     3.19544 0.009606023    3.186923 0.009524795
251.8118   0.9387004    1222.068    5.096001     2.75183 0.007777236    2.741145 0.007710596
223.0223   0.8345925    1101.867    3.898938    2.465414 0.006772762    2.475482 0.006822412
207.4023    0.764721    1019.499    3.463162    2.304811 0.006508143    2.281748 0.006123963
193.4001   0.7733976    956.5738    3.208401    2.141168 0.006192664    2.156118 0.006213436
184.0164   0.7777163    910.5469    3.184504    2.050852 0.006268999    2.051359 0.006195179
177.3956   0.8182422    882.0197    3.225657    1.976125 0.006646521    1.983835 0.006609844
171.1015   0.8792429    854.9119    3.418453    1.942903  0.00726869    1.933895 0.007244242
169.1553    0.995717    832.0934    3.798922    1.896824 0.008264102    1.879069 0.008416863
162.1915    1.160889    806.3688    4.328109    1.860473  0.01000154    1.841801 0.009723364
160.8421     1.49928    792.5083    5.664702     1.80546  0.01326631    1.819048  0.01331692
156.9319     2.11251    780.2692      8.5642    1.794979  0.02048274    1.799598  0.01998331
159.2774    3.542186    810.8795    16.63787    1.765537    0.038009    1.778763  0.03997287
