ECal_Offset_Factor_err:	0.222624	0.0102877	8.78178e-05
WCal_Offset_Factor_err:	0.0375686	0.0082769	6.48742e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
371.6163     1.75349    476.1252    1.821382    4.034764  0.01574407    4.040309  0.01538565
288.436    1.230059    383.2202    1.328806    3.193095  0.01051843    3.192548  0.01051098
244.8953    0.985637    330.3673    1.103614    2.733601 0.008525911    2.740318 0.008735733
217.5002    0.874768    293.2744   0.9861783    2.458786 0.007685369    2.479753 0.007573144
199.4179   0.8304616    273.1634   0.9315251    2.287863 0.007306228    2.288007 0.007163103
187.7524   0.8026614    256.9364   0.8972445    2.166454 0.007246954    2.144388 0.006943889
178.9781    0.839836    243.6135   0.9515282    2.067733 0.007157594    2.050459 0.007048083
171.6105   0.8686003     234.004   0.9839306    1.979617 0.007631083    1.982907 0.007570458
167.1528   0.9287144    225.9944     1.03843    1.937232 0.008499374    1.921891 0.008145636
163.1091    1.060247    222.6828    1.246356    1.899453 0.009375018    1.904142 0.008889229
157.719     1.28968    215.4216    1.533997    1.833715  0.01100334    1.847619  0.01128565
159.1718    1.645381    214.6057    1.974755    1.842009  0.01456109    1.802326  0.01510622
153.226    2.330121    215.3058    3.128172     1.80986  0.02071467    1.802471  0.02111403
153.133    3.829455    211.8265    6.341336    1.756351   0.0393208    1.733028  0.04364135
