ECal_Offset_Factor_err:	0.124901	0.00884985	6.02716e-05
WCal_Offset_Factor_err:	-0.0290224	0.00832684	5.26622e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
441.9035    1.635761    479.8708    1.449082    4.086018  0.01259151    4.047533  0.01243149
349.7263    1.161153    388.8401    1.073805    3.199289 0.008627336    3.190297 0.008478504
296.6931   0.9589862    335.1442   0.9028393    2.740883 0.006923317    2.748031 0.006875352
266.3814   0.8695553    301.5907   0.8081914    2.471895 0.006156498    2.465913 0.006080162
245.1844   0.7945497    280.6946   0.7594728     2.28396 0.005798134    2.278805 0.005448219
228.8611   0.7823631    262.4884   0.7516878    2.157737  0.00567727    2.151312 0.005685291
218.9131   0.8041661    250.8347    0.757582    2.070459 0.005795696    2.067311 0.005655798
209.3268   0.8254465    241.1312   0.7936319    1.982863 0.006137134    1.983975 0.005906392
205.0232   0.9048545    234.1349     0.86911    1.935966 0.006603392    1.933785 0.006553773
200.896    1.009553    230.4919   0.9851416    1.903843 0.007430989    1.900012 0.007375189
195.6401    1.194774     222.531    1.122295    1.852863 0.009219697    1.851668 0.008924667
189.3183    1.485291    218.1649    1.523258    1.805135  0.01212725    1.806539  0.01160388
183.3928    2.162977    214.9357    2.262731    1.808433  0.01757773    1.794078  0.01737902
187.7686    3.956776    216.6806    4.021656     1.74614  0.03246057    1.795913   0.0340391
