ECal_Offset_Factor_err:	0.129195	0.00958534	7.46826e-05
WCal_Offset_Factor_err:	0.154285	0.009827	6.83003e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
406.6849    1.656594    389.7194    1.381791    4.058928  0.01435344    4.014979   0.0138227
320.1109    1.172725    310.6873   0.9856638    3.183984 0.009839095    3.184017 0.009672504
272.496    1.006506    262.8107   0.8128509    2.749577 0.007895187    2.748901 0.007719077
245.7413    0.891689    235.9944   0.7171144    2.462551 0.006806862    2.463523 0.006826886
227.2298   0.8372269    216.4749    0.665117      2.2842 0.006588866    2.277865 0.006417889
211.7058   0.8019188    202.6782   0.6402468    2.169546 0.006343547    2.138187 0.006312683
202.0703   0.8190712    191.7066   0.6450556    2.105255 0.007061758    2.048191 0.006426529
197.3514   0.8692261     185.707   0.6869099    1.985864 0.006918768     1.97525 0.006804333
188.2782   0.9447821    180.6153   0.7284871    1.959313 0.007327669    1.927911 0.007348255
185.3703    1.092111    175.1328   0.8229479    1.895739  0.00830951    1.876483 0.008175643
179.1867     1.32423    170.6393   0.9792448    1.867054  0.01043294     1.84593  0.01012195
175.3839    1.671189    167.5001    1.282347    1.809666  0.01353088    1.825409  0.01324076
172.9887    2.224583    168.4544    1.811926    1.787477  0.02029726    1.777543  0.02157566
176.7652    3.896381    163.2259     3.30696     1.74684  0.03416676    1.771902  0.04241665
