ECal_Offset_Factor_err:	0.17735	0.0102584	7.93605e-05
WCal_Offset_Factor_err:	-0.0171561	0.00226762	2.56184e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
377.0115    1.608158    1779.682    36.20889    4.033206   0.0138281    4.038737  0.01379432
295.4991     1.15077    1406.465    8.072858    3.197034  0.00958529    3.198858  0.00967643
249.2996   0.9392482    1219.844    5.355628    2.752654 0.007715096    2.735621 0.007653155
224.564   0.8263893    1102.676    4.144573    2.466012 0.006797142    2.465563 0.006856176
204.9357   0.7665365    1012.319    3.608845    2.298473 0.006440513     2.28212  0.00628576
192.2358   0.7559302     956.342    3.396244    2.157505  0.00626351    2.151443 0.006190292
184.0671    0.769902    913.5002    3.292309    2.063926 0.006519002    2.065028 0.006451206
177.5305   0.8224541    878.5782    3.358344    1.990272 0.006687829    1.979328 0.006802596
171.5647   0.8704293    857.8164      3.5627    1.942983 0.007338471    1.930418  0.00705389
167.2815   0.9761178    840.7764    4.204895    1.893344 0.008451535    1.893604   0.0081756
165.123     1.19435    820.7534    4.930217    1.845937  0.01010466    1.831409 0.009858588
159.4884     1.48125    796.6494    6.140229    1.814416  0.01287959    1.797583  0.01362477
157.5226    2.079294    813.6994    10.40206       1.777  0.01974644    1.774409  0.02126514
159.1476    3.805505    802.5589    16.10906    1.753594  0.04305478    1.765661  0.03756306
