ECal_Offset_Factor_err:	0.195624	0.010026	8.01702e-05
WCal_Offset_Factor_err:	-0.0438089	0.00275714	2.58128e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
384.9768    1.721004    1457.996    10.99548    4.037807  0.01436605    4.000059  0.01411849
298.7875    1.189757    1175.012    5.400774    3.180334 0.009750057    3.196785 0.009897052
253.6649   0.9884004    1017.014    3.873466    2.745398 0.007960999     2.75222 0.008025778
225.9487   0.8801929     914.382    3.158086    2.477128 0.007232735    2.465162  0.00706776
207.0699   0.8189359     840.801    2.848243    2.280045 0.006572512    2.282804 0.006605817
194.5978   0.7855533    796.1483    2.698027    2.148798 0.006352979    2.152391 0.006530401
186.6468   0.8212665    760.6354    2.728876    2.072456 0.006806999     2.06739  0.00673622
179.638   0.8592187    738.7286    2.751226    1.971817 0.006926569    1.980827 0.006942342
172.8042   0.8903925    712.7009    3.068981    1.932543 0.007463673    1.920866 0.007294677
170.2575    1.035562    697.8097    3.392088    1.897149 0.008640529     1.87979 0.008517109
163.847    1.234645    682.7119    4.035667    1.842301  0.01048217    1.835774  0.01036384
162.3326    1.564991    678.3342    5.481302    1.836247  0.01345956    1.819166  0.01380501
163.5023    2.366397    664.4415    7.995313    1.797591  0.02163738     1.83889  0.02046319
167.538    3.918789    675.8174    13.45555    1.752104  0.04301822    1.766689  0.03823244
