ECal_Offset_Factor_err:	0.199312	0.00922558	7.98481e-05
WCal_Offset_Factor_err:	-0.203029	0.00741925	6.12635e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
416.0786    1.957291    553.2223    2.092347    4.006623  0.01572573    4.007525  0.01565681
321.5118    1.371036    458.8706    1.523647    3.176508  0.01064619    3.195687   0.0108349
276.0898    1.095674    400.8954    1.315421    2.736996 0.008744078    2.742508 0.008693814
245.0791   0.9950174    365.7355    1.189762    2.472696 0.007764146    2.466545 0.007622591
225.5591   0.9392156    338.7452    1.128933    2.286897  0.00733802    2.283372  0.00721396
210.8632   0.9192842    319.2882    1.104038    2.163454 0.007154169    2.163927 0.007083059
201.8831   0.9311411    305.4292    1.135213    2.064266 0.007106999    2.076386 0.007234743
195.2646   0.9785983    296.1338    1.182407     1.98909 0.007642319    1.989924 0.007397982
188.4561    1.058872    285.0487    1.310621    1.926965 0.008142967    1.941824  0.00829476
185.068    1.192195    279.0232    1.521005    1.911991 0.009305791    1.892766 0.009172089
180.428    1.422991    274.8325    1.799024    1.853358  0.01140404    1.857083  0.01182964
179.8797    1.890132    268.2548     2.34676    1.836207  0.01474534    1.810202  0.01538238
174.2965    2.687467    264.9585    3.393651    1.790527  0.02184116    1.810826  0.02269977
180.3342    4.388251    266.7074    6.417532    1.792331  0.03530682    1.776144  0.04106015
