ECal_Offset_Factor_err:	1.80018	-8280.36	0.00424264
WCal_Offset_Factor_err:	1.79236	-47764.2	0.006

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0    3.164229  0.01934088     3.18963  0.01853955
0           0           0           0    2.502981  0.01371864    2.519621  0.01314137
0           0           0           0    2.192467   0.0113653    2.154831  0.01096818
0           0           0           0    1.952598 0.009776835    1.946693 0.009825587
0           0           0           0    1.817151 0.009537998    1.806121 0.009001272
0           0           0           0    1.703781 0.008956651    1.694674 0.008982495
0           0           0           0    1.653651 0.009425285     1.63283 0.009008062
0           0           0           0    1.599354  0.01005159    1.573367 0.009656768
0           0           0           0    1.546988  0.01075295    1.536642  0.01024927
0           0           0           0    1.488712  0.01260058    1.485644  0.01143133
0           0           0           0    1.468018  0.01442785    1.471731   0.0146926
0           0           0           0    1.464167  0.02076144    1.491591  0.01940929
0           0           0           0    1.406271  0.02698205    1.416556    0.034826
0           0           0           0    1.328991  0.04012452    1.397948  0.05002179
