ECal_Offset_Factor_err:	0.191816	0.0104152	9.00496e-05
WCal_Offset_Factor_err:	-0.00199162	0.00812556	6.33438e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
366.3799     1.71867    487.9186    1.829049    4.021455  0.01558452    4.042523  0.01532982
285.5582    1.216916    396.7351    1.349739    3.170403  0.01039958    3.182691  0.01057487
244.491    1.006923    340.2911    1.113813    2.733668 0.008530634    2.739805 0.008617541
219.2863   0.9161519    306.1901    1.015366     2.45931 0.007672562    2.485772 0.007620257
201.2827   0.8519336    282.7785   0.9399066    2.284923 0.007229732    2.294777 0.007220917
188.5084   0.8226959    266.3961     0.94632     2.16279 0.007022989    2.155223 0.007002757
180.4835   0.8286748    254.9351    0.963629    2.076782 0.007138901    2.067117 0.007129102
172.4471   0.8850112    243.8849    1.007696    1.985858 0.007541827     1.97955 0.007349402
168.7709   0.9474424    236.2946     1.07806    1.943624 0.008069936    1.939089  0.00806254
163.5744    1.048188    228.0112    1.256291     1.90409 0.009482471    1.873223 0.009182343
158.2127    1.234613    225.2264    1.510769    1.850741  0.01105851    1.829005  0.01110466
156.1524    1.631827    224.7969    1.990286     1.82862  0.01493689    1.804229  0.01442096
157.9466    2.390452    218.4634    3.023034    1.820114  0.02262525    1.808764  0.02291015
157.4448    3.879674    216.8731    5.718423    1.773783  0.03637708    1.704514  0.03562814
