ECal_Offset_Factor_err:	0.193506	0.0104341	8.92477e-05
WCal_Offset_Factor_err:	0.000573176	0.008034	6.29912e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
366.0823    1.706972    495.3099    1.869005    4.016065   0.0159448     4.03538  0.01537733
285.757    1.199078    398.9924    1.368186    3.173473  0.01044276      3.1785  0.01040876
244.4256   0.9818763    340.7421     1.14065    2.746645 0.008617911    2.742989 0.008363638
218.8963   0.8842449    308.8567    1.018632    2.471275  0.00775346    2.461791 0.007610695
200.757   0.8179248     286.744   0.9547789    2.291524 0.007188896    2.293809 0.007158423
188.097    0.818738    268.7447   0.9615174    2.147311 0.006894802    2.155473 0.007045815
177.3905   0.8240702    256.8618   0.9622642    2.056917 0.007274407    2.076702 0.006969304
171.6196    0.857228    246.6987   0.9927058    1.987135 0.007625741     1.98813  0.00727234
166.3712   0.9395248    240.4394    1.092725    1.927898 0.008138681    1.924434 0.008108053
162.5803    1.087498    232.8911    1.230522    1.874945 0.009346352    1.889977 0.008771035
158.8107    1.281665    229.3055    1.570244    1.866118  0.01111877    1.846744  0.01091783
157.5845    1.585296    226.1945    2.021323    1.830658  0.01439075    1.826821  0.01491074
154.9556    2.284776    219.5158     2.82363    1.800708  0.02141628    1.753082  0.02059954
155.17    3.695619    211.8445    4.921817    1.835093  0.04131146    1.796459  0.04141161
