ECal_Offset_Factor_ADCmerge_const_alhpa:	2.26382	-14262.3	-50	-nan	1
WCal_Offset_Factor_ADCmerge_const_alhpa:	2.2674	-14583.5	-50	-nan	1

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0    4.003987  0.01478871    4.013071  0.01401176
0           0           0           0    3.167351  0.01001361    3.194472 0.009891094
0           0           0           0     2.74268 0.007974453    2.745459 0.008028589
0           0           0           0    2.458754 0.007286864    2.479639 0.007103203
0           0           0           0    2.297203 0.006891075    2.293895  0.00664465
0           0           0           0     2.15674 0.006859955    2.163336 0.006618982
0           0           0           0    2.063352 0.006901771    2.052309 0.006686403
0           0           0           0    2.000986 0.007220495    1.987282 0.006940665
0           0           0           0    1.933611 0.007777712    1.940633 0.007670067
0           0           0           0    1.898128 0.008792617    1.879908 0.008801963
0           0           0           0    1.865372   0.0106471     1.83634  0.01078384
0           0           0           0    1.837595  0.01412161     1.83042  0.01420536
0           0           0           0    1.815534  0.02060841    1.820715  0.02164043
0           0           0           0    1.730726  0.03440424    1.816674  0.04661648
