ECal_Offset_Factor_err:	0.0753134	0.00976757	7.28603e-05
WCal_Offset_Factor_err:	0.113254	0.0102976	6.93819e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
401.3172    1.567731    378.0484    1.290597    4.029736  0.01353947    4.049865  0.01322456
320.4715      1.1584    300.1052   0.9220177    3.197481  0.00923795    3.183379   0.0092236
275.2777    0.955735    255.9611   0.7611977     2.74259 0.007544318    2.748135 0.007331666
244.4191   0.8407494      229.73   0.6722944    2.474107 0.006787251    2.476361 0.006639855
226.0109   0.8101007    213.2988   0.6319977    2.273021  0.00624497    2.291774 0.006271498
214.1342   0.7942808    198.2161   0.6219635    2.153543   0.0061071    2.155719 0.006084634
203.6339   0.7962054    188.7115   0.6237083    2.070466 0.006280522    2.064172 0.006121622
194.7884   0.8349233    182.7372   0.6413315     1.98143  0.00648277    1.976258 0.006388396
189.4757   0.9223337    175.7055   0.6990153    1.946696 0.007181869     1.94355 0.007179006
184.8318    1.022097    171.0685   0.7754563     1.86927 0.007963125    1.886549 0.008390834
180.1498    1.257951    168.4424   0.9607932    1.842125 0.009649256    1.833478 0.009804434
176.7056    1.576499    163.9082    1.226685    1.809851  0.01299369    1.826515  0.01340508
174.4287    2.559043    158.8646    1.772896    1.780823   0.0205823    1.795362    0.019523
174.7717    4.945382     157.788    3.122116    1.804092  0.03459068    1.734045  0.04545443
