ECal_Offset_Factor_err:	0.148313	0.00977143	9.57063e-05
WCal_Offset_Factor_err:	-0.0220602	0.0085761	7.7698e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
393.3624    2.090993    464.0296    2.036947    4.002466  0.01736514    4.063423  0.01742813
312.955    1.494268    375.9107    1.472317    3.193319  0.01223663    3.202328  0.01214278
264.4743    1.260753    327.3362    1.286448    2.740636 0.009936088    2.721013 0.009834289
238.4314    1.100557    292.2829     1.16023    2.461749 0.008769035     2.46243 0.008631121
216.9659    1.058699    272.5079    1.089264    2.287666 0.008456298    2.304839  0.00809295
205.2261    1.019688    254.5104    1.050748     2.15342 0.008198885    2.143968 0.007987055
193.9136    1.033519    241.3711    1.095078    2.040872 0.008162192     2.06683 0.008071843
189.6357    1.061029    234.9101    1.105999    1.999649 0.008515655    1.985541 0.008468027
182.4811    1.108211    224.9591    1.218415    1.930138 0.009561011    1.940642 0.009327683
178.0857     1.31078    221.0754    1.393828    1.881808  0.01112037    1.883739  0.01059041
172.4789    1.465907    213.0438    1.654839    1.854581  0.01327062    1.841688  0.01271521
173.3694     2.07328    212.4305    2.343629    1.823689  0.01673246    1.836059  0.01737155
170.9381    2.634008     208.053    3.555954     1.83026  0.02372571    1.748062  0.02430449
174.3939    4.574589    218.0091    6.528872     1.78312  0.04418988    1.824093  0.04740881
