ECal_Offset_Factor_err:	0.129965	0.00962354	7.48308e-05
WCal_Offset_Factor_err:	-0.006269	0.00900349	6.42186e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
403.7093    1.684052    440.2681    1.517398    4.040861  0.01384539    4.058303  0.01403034
318.8568    1.190159    359.4215    1.125729    3.189371 0.009854513    3.208511 0.009709813
272.9689    1.000299    309.1907   0.9509393    2.745583 0.007988464    2.749556 0.007943045
244.4758   0.9062844    279.3202   0.8649812    2.463798 0.007091564    2.481352  0.00706128
223.616   0.8273927    256.2828   0.8042297    2.290692 0.006708768    2.280448 0.006475161
210.0085    0.840228    240.8649   0.7886437    2.165289 0.006471909    2.160619 0.006403527
201.9073   0.8409014    230.5086   0.7925332    2.066157 0.006745774    2.066582 0.006490316
192.431   0.8655664    220.0392   0.8208635    1.991961 0.007006295    1.988439 0.006941071
185.9477   0.9609843    212.8589   0.8853746    1.940339 0.007424303    1.939104 0.007342306
182.1524    1.050972    208.3425    0.979178    1.875978 0.008750441    1.886659 0.008724706
182.3106    1.306396    204.0083    1.209766    1.850316   0.0105671    1.855181  0.01043689
176.1257     1.67164    205.4131    1.611545    1.828921  0.01409736    1.803344  0.01322901
171.9954    2.480542    193.8934    2.367785     1.80057  0.02048052    1.806376  0.02194537
172.8769    4.240025    203.3482    4.126107      1.6858  0.03185468    1.814122  0.04198285
