ECal_Offset_Factor_err:	2.25272	-12236.4	0.00424264
WCal_Offset_Factor_err:	2.26816	-70583.9	0.006

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0    3.982814  0.01733035    4.003746  0.01654323
0           0           0           0    3.167996  0.01175274     3.17279  0.01145934
0           0           0           0    2.748205 0.009709727    2.752904 0.009506567
0           0           0           0    2.480122 0.008499739    2.472397 0.008383305
0           0           0           0    2.270165 0.007631339    2.290342 0.008028984
0           0           0           0    2.149191 0.007820593    2.157684 0.007850625
0           0           0           0    2.069574 0.007978648    2.068774 0.008048912
0           0           0           0    1.970979 0.008348339    1.996963 0.008349263
0           0           0           0    1.934043 0.009015083    1.931659  0.00895959
0           0           0           0    1.875199  0.01048332    1.879638  0.01036559
0           0           0           0    1.869739  0.01269816    1.866001   0.0124074
0           0           0           0    1.821444  0.01611241    1.811801  0.01616185
0           0           0           0    1.813528  0.02426065    1.847539  0.02571444
0           0           0           0    1.733301  0.03920238    1.767673  0.04219473
