ECal_Offset_Factor_err:	0.0860632	0.00914465	6.1638e-05
WCal_Offset_Factor_err:	-0.0364864	0.00794028	4.92742e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
429.9289    1.554273    497.8817    1.520286    4.032442  0.01188213    4.022446  0.01198762
340.1622    1.114004    411.5008    1.130516    3.206407 0.008530657    3.186783 0.008481511
292.271   0.9370224    353.0053   0.9293655    2.746573 0.006859272    2.749947  0.00679547
262.2779    0.836122    317.6065   0.8519784    2.473923   0.0061221    2.463138 0.006056503
241.5247   0.7779728     293.394   0.7897662    2.286105 0.005619513    2.284573 0.005616598
226.9972   0.7526021    276.4993   0.7838411    2.165964 0.005678359    2.157816 0.005516332
216.1491   0.7766662    264.1834   0.7540757    2.067496 0.005661355      2.0523 0.005572259
206.8699   0.8041843      253.36   0.7961883    1.981802 0.005880539    1.976718 0.005815505
201.4884   0.8835342    246.2054   0.8675983    1.928354 0.006425041    1.938359 0.006438432
196.5718   0.9878275    238.8162   0.9762749    1.893075 0.007406546    1.882978 0.007177318
192.1998    1.200353    234.1403    1.137352    1.846294 0.008915433    1.850124 0.009010203
188.9268     1.47635    230.2673    1.396485    1.806522  0.01231668    1.795927  0.01135184
186.2712    2.112424    227.9157    1.832118    1.803852  0.01847196    1.782418  0.01752538
183.0684    3.817251     228.088    3.156033    1.727827  0.03089525     1.73559  0.03155443
