ECal_Offset_Factor_err:	0.0657795	0.00988737	7.54375e-05
WCal_Offset_Factor_err:	0.0812076	0.0103688	7.10805e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
400.5682    1.585578     380.833    1.336389    4.022494   0.0135893    4.047913  0.01352606
315.5096    1.161959    301.3225   0.9304588    3.200546 0.009542489    3.201671  0.00940454
271.3666   0.9595076    257.7407   0.7662844    2.744776  0.00764836    2.750702 0.007518445
243.8621   0.8412038    230.6754   0.6923899    2.465653   0.0068134    2.464628 0.006832813
224.5202   0.8023187    212.3652   0.6370681       2.277 0.006337849    2.282268 0.006323262
211.6608   0.8094132    200.0837   0.6088542    2.162187 0.006135309    2.162219 0.006091751
201.2057   0.8038637    191.1882   0.6352459    2.065251 0.006285473    2.064764 0.006115621
192.9611   0.8457005    184.2898   0.6558105     1.97884 0.006696003    1.985511 0.006568711
188.1008    0.954211    178.3344   0.7306534    1.928981 0.007153968    1.923548  0.00688666
183.409    1.040402    173.2836   0.8008816    1.900034  0.00818789    1.869017 0.008076483
182.0663    1.285559    169.0492   0.9265331    1.849478  0.01002766    1.853191  0.01013464
177.9602    1.764342    166.8398    1.269322    1.812041  0.01357485    1.821433  0.01274138
178.02    2.387449    165.5569    1.773683     1.78833  0.01962743    1.808231  0.02174798
183.2288    4.479483    156.3734    3.105176    1.731461  0.03750163    1.832418  0.03310409
