ECal_Offset_Factor_err:	1.78436	-12548.8	0.00424264
WCal_Offset_Factor_err:	1.7943	-72385.9	0.006

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0    3.146246  0.01300153    3.171963  0.01289233
0           0           0           0    2.508313 0.009157592      2.5409 0.009172124
0           0           0           0    2.174882 0.007302646    2.171174  0.00749245
0           0           0           0    1.964513  0.00666371    1.953179 0.006673603
0           0           0           0    1.813928 0.006241291    1.807579 0.005979592
0           0           0           0    1.709964 0.006051532    1.704652 0.006035502
0           0           0           0    1.609247 0.005951801    1.646546 0.006391198
0           0           0           0    1.569034  0.00629086    1.572233 0.006545005
0           0           0           0    1.527945 0.007022601    1.530307 0.007109107
0           0           0           0    1.496654 0.007804217    1.507513  0.00789651
0           0           0           0    1.467807  0.01012544    1.488332 0.009760246
0           0           0           0    1.438889  0.01299238    1.420267  0.01288164
0           0           0           0    1.418073  0.01846484    1.456882  0.01909979
0           0           0           0    1.448984  0.03456149    1.403202  0.03397847
