ECal_Offset_Factor_err:	0.0954697	0.00971743	7.61063e-05
WCal_Offset_Factor_err:	-0.0316092	0.00912705	6.49547e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
405.401    1.672779      439.95      1.5137    4.023565  0.01378016    4.076136  0.01393741
319.5615    1.232378     356.675     1.12773    3.199386 0.009912608    3.206101 0.009564346
272.3235   0.9916092    308.1504   0.9378133     2.75782 0.008014352    2.748228 0.007828606
243.7223   0.8962066    276.1336   0.8445453    2.470197 0.007119307    2.479143 0.006987763
225.5054   0.8504635    255.7336   0.7850992     2.28147 0.006503823    2.281416 0.006499151
212.8686   0.8407512    241.2597   0.7824216    2.142466 0.006523254     2.15656 0.006323223
203.5207   0.8617113    227.9613    0.792394    2.065758  0.00656091    2.060775 0.006414218
193.3981   0.8790059    220.7358   0.8344897    1.997957 0.006911825    1.986933 0.006907116
189.5707   0.9710402     214.469    0.901861     1.94256 0.007262071    1.930759 0.007413222
184.7619    1.092153    209.4595    1.037975    1.893425 0.008762862    1.899831 0.008389035
178.4106    1.302197    204.3875    1.221637    1.841525   0.0103002    1.835264  0.01031728
177.3536    1.701546    196.7068    1.520304    1.795976  0.01326655    1.809421  0.01455189
179.4824    2.439673    195.0412    2.250493    1.800746  0.02009665    1.832667  0.02118098
178.3274    3.844302    191.9229    4.286916    1.810053  0.03790188    1.770685  0.03912455
