ECal_Offset_Factor_err:	0.17538	0.00998781	8.91868e-05
WCal_Offset_Factor_err:	-0.046744	0.00267853	2.8092e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
385.9524    1.881127    1519.216    13.55394    4.028917  0.01576275    4.039234  0.01572692
302.9283    1.358079    1215.211    6.203257    3.201469  0.01099697    3.176593  0.01101052
256.7171    1.117171    1039.534    4.186042    2.733638 0.008874726    2.749624 0.008947458
228.3413   0.9680819    942.1685    3.503255    2.469692 0.007941061    2.480015 0.008005054
212.1779   0.9408107    869.7518     3.13734    2.283546 0.007525446    2.292525 0.007413538
197.8257   0.9110014    823.5309    3.097301    2.163642 0.007450522    2.165748 0.007311161
189.2565   0.9227523      786.71      2.8903    2.052003 0.007221042    2.041987 0.007430317
182.4825    1.008782    757.6078    3.103403    1.993398 0.007870185    1.977513 0.007699962
176.5689    1.056288    735.5957    3.414874    1.940262  0.00847726    1.929883 0.008548297
170.977    1.209768    718.5402    3.787948     1.89916 0.009506167    1.889278 0.009370596
167.1208    1.399108     710.918    4.767309    1.840467  0.01180982    1.843097  0.01215084
162.067    1.794071    689.1387    5.771363    1.806727  0.01581648    1.809978  0.01520169
163.3511    2.711099     697.273     9.41767    1.793934  0.02366587    1.807008  0.02332492
166.0581    4.505068    685.9574    14.92464    1.760742  0.04041486    1.767101  0.04856129
