ECal_Offset_Factor_err:	2.25318	-12865.2	0.00424264
WCal_Offset_Factor_err:	2.25299	-74211.5	0.006

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0    4.002892  0.01627363    4.003498  0.01580802
0           0           0           0    3.163276  0.01099327      3.1885  0.01116753
0           0           0           0    2.738878 0.009144546     2.74371 0.008924507
0           0           0           0    2.463978  0.00811212    2.463892 0.007908788
0           0           0           0    2.282794 0.007582828    2.282044  0.00736093
0           0           0           0    2.149574 0.007430442    2.157263 0.007367907
0           0           0           0    2.048709 0.007544477    2.040535 0.007108103
0           0           0           0    1.983305 0.007723993    1.989526 0.007661389
0           0           0           0    1.945535 0.008655431    1.931908 0.008671138
0           0           0           0    1.883002  0.01000383    1.878813  0.01026967
0           0           0           0    1.848051  0.01196897    1.838799  0.01141955
0           0           0           0     1.79784  0.01500531    1.811053  0.01524057
0           0           0           0    1.821082  0.02426097    1.757612  0.02252157
0           0           0           0    1.840183  0.03827695    1.780103  0.04398871
