ECal_Offset_Factor_ADCmerge_const_alhpa:	2.26077	-12155.5	-50	-nan	1
WCal_Offset_Factor_ADCmerge_const_alhpa:	2.25248	-12290.4	-50	-nan	1

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0    3.999866  0.01697743    4.027205  0.01756477
0           0           0           0    3.174283  0.01186272    3.194034  0.01176512
0           0           0           0    2.740467 0.009586163    2.753236 0.009536896
0           0           0           0    2.454865 0.008652196    2.469648 0.008524749
0           0           0           0    2.282603 0.007882353    2.277364 0.007850283
0           0           0           0    2.151044 0.007927336    2.144739  0.00774933
0           0           0           0     2.06824 0.008084675    2.068347 0.007830265
0           0           0           0    2.003512 0.008518981    1.992006 0.008335951
0           0           0           0    1.945756 0.009121302    1.930103 0.009058085
0           0           0           0    1.899357   0.0103774    1.898249  0.01009996
0           0           0           0    1.860032  0.01258153    1.842632   0.0125673
0           0           0           0    1.820888  0.01611488    1.814138  0.01556204
0           0           0           0    1.791711  0.02422427     1.76369  0.02394087
0           0           0           0    1.786693  0.04075451     1.75673  0.04477335
