ECal_Offset_Factor_err:	0.110599	0.00967189	7.38799e-05
WCal_Offset_Factor_err:	0.137083	0.00994692	6.879e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
404.9095    1.625541    389.9503    1.404862    4.037402   0.0139896    4.048319  0.01350748
319.1029    1.180094    309.7236   0.9846144    3.202247 0.009577847    3.206159 0.009391332
273.1653   0.9858082    262.8864   0.8075705    2.755835 0.007883522    2.739967 0.007678388
244.4108   0.8767055    235.1173   0.7152276    2.460672 0.006830171    2.465606 0.006799693
225.8744   0.8302368     216.675    0.659222    2.289941 0.006556561     2.28871 0.006494116
211.0277   0.8032633    203.0395   0.6390812    2.153932  0.00633237    2.155889 0.006253559
202.6327   0.8326178    191.6883   0.6509557    2.062004 0.006551074    2.073984 0.006457635
193.2505   0.8547636    186.4483   0.6838596    1.979804  0.00642324    1.982702 0.006680031
188.6229   0.9878772    178.8023   0.7457542    1.936363 0.007316653    1.932761 0.007321308
184.312    1.063459    175.9009    0.835238     1.90152 0.008421789    1.879608 0.008200675
180.2084    1.241151    171.9226   0.9597458    1.859104  0.01035381    1.848842 0.009997765
176.5236    1.586052    172.7522     1.27391    1.842988  0.01332945    1.802769  0.01371494
169.3658    2.120317    166.7471    1.799562    1.785018  0.02133182     1.78715  0.02046873
178.7056    3.753866     160.293    3.471065    1.763008  0.03574732     1.79901  0.04834723
