ECal_Offset_Factor_err:	0.128162	0.00870246	6.04791e-05
WCal_Offset_Factor_err:	-0.0249551	0.00806559	5.13673e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
446.9568    1.689057    492.0878    1.493598    4.032132  0.01255827    4.023018  0.01245615
353.0307    1.199034     399.979    1.104627    3.194427 0.008590839    3.184293 0.008498569
301.4272   0.9967444    346.1525   0.9241494    2.744819 0.007041988    2.746054 0.007012274
270.6174   0.8781177     312.095   0.8375094     2.47584 0.006372225    2.471585  0.00620753
248.4312   0.8203853    288.1536   0.7981174    2.299931 0.005909491    2.289385  0.00577565
233.5619   0.8091113    270.4376   0.7555305    2.160943 0.005806825    2.143498 0.005706376
221.7222    0.816513    258.0841   0.7808716    2.055008 0.005764672     2.06293 0.005766673
214.7325   0.8607366    248.5571   0.8245376    1.997774 0.006084943    1.985934 0.006082781
206.4245   0.9175742    241.1091   0.8815477     1.93674 0.006607136    1.925773  0.00662571
202.9324     1.02112     234.891    1.011894    1.885657 0.007326342    1.895971 0.007540519
198.2763    1.241474    229.7576    1.194677    1.850711 0.009167255    1.852547 0.009184105
194.3552     1.53684    226.2024    1.537155    1.819838  0.01191103    1.804262    0.011925
194.9504    2.367501    225.0616    2.210221    1.783788  0.01947267    1.788633  0.01844706
185.2478    4.724506    222.3885    4.110251    1.864012  0.03587254    1.809146  0.03548337
