ECal_Offset_Factor_err:	0.162761	0.0102634	0.000168669
WCal_Offset_Factor_err:	1.94809	0.000252866	3.44377e-06

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
378.8255     3.28274    9426.374           0    4.060798  0.03042347    4.062203  0.02858678
293.5675    2.445958    1466.789    18.27295    3.174135  0.02105498    3.189153  0.01979167
251.0474    1.998375    1254.829    11.96927    2.771528    0.016373    2.700389  0.01582318
227.46    1.781347    1141.994     8.96915    2.481953  0.01487507    2.474889  0.01430991
207.6737    1.601249    1060.287    8.264241    2.275405   0.0132465    2.315016  0.01404623
193.8669    1.582787    976.4775    7.163493    2.129094  0.01303874     2.14894   0.0133019
186.4525     1.61413    932.3477    6.871387    2.065206  0.01355389    2.063799  0.01331263
175.3339    1.696346    902.5836    7.301537    1.984605  0.01455624    1.979834  0.01375801
172.4267    1.898108    882.4259     7.91088     1.94251  0.01496909    1.925843  0.01608749
169.5745    2.419818    858.6712    8.532735    1.893857  0.01833324    1.887192  0.01728732
163.5208    2.439716    848.3164    11.47729    1.856913  0.02222819     1.85211   0.0229672
160.0614     3.17136    851.8372    13.10966    1.856883  0.02857948    1.878625  0.02728795
157.9539    4.483233    811.0727     21.7219    1.797587  0.04099336    1.787937  0.03774875
152.5179    8.973806    821.9055    36.09248    1.770786  0.08901481    1.775099  0.06912758
