ECal_Offset_Factor_err:	0.172951	0.0102415	8.00701e-05
WCal_Offset_Factor_err:	-1.84439	0.00356591	4.8943e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
377.2205    1.673173    1551.691    6.176127    4.042975  0.01404876    4.013099  0.01370955
297.5184     1.17042    1656.496       18.24    3.215132 0.009571947    3.204451 0.009652942
249.9583   0.9512413      1481.9    11.29152    2.760548 0.007990682    2.755933 0.007726695
225.0033   0.8347682     1330.68     7.98559    2.465348  0.00696678    2.469017 0.006868706
207.7274    0.766489    1233.586    6.349206    2.290499 0.006426045    2.285096 0.006565673
194.4723   0.7858813    1148.397    5.466519    2.146424 0.006366438    2.149018 0.006397299
185.1135   0.7659984    1106.969    5.243546    2.061054 0.006655509    2.074404 0.006418307
176.8567    0.831749    1053.741    5.272729    1.993997 0.006732942    1.995386 0.006818194
170.7519   0.8869767    1027.441    5.881265    1.925703 0.007447868    1.935222 0.007312608
167.294    1.010284    1005.883    6.260806    1.895674 0.008403286    1.886772 0.008227929
160.7709    1.202042    981.2165    7.119629    1.832582  0.01031318    1.831774  0.01012975
160.6305    1.496252    959.6005     9.53979    1.827881  0.01358976    1.817628  0.01344416
158.8109    2.237831    942.0625    13.43645    1.836543  0.02052719    1.773179  0.02042362
161.3266    3.529203     952.553    28.57041     1.81138  0.03634187    1.785475  0.03444308
