ECal_Offset_Factor_ADCmerge_const_alhpa:	2.25364	-11676	-50	-nan	0.999996
WCal_Offset_Factor_ADCmerge_const_alhpa:	2.25336	-11927.1	-50	-nan	0.999996

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0     3.98425  0.01820764    4.038881  0.01802215
0           0           0           0    3.151712  0.01223794     3.21714  0.01252656
0           0           0           0    2.735771  0.01013621    2.738676 0.009803985
0           0           0           0    2.471568 0.008860808    2.468991 0.008634733
0           0           0           0    2.274315 0.008369303    2.298402 0.008287578
0           0           0           0    2.157372  0.00813826    2.144109 0.007906881
0           0           0           0    2.069073 0.008258588    2.062161 0.008022955
0           0           0           0    2.002088 0.008611791    1.995951 0.008407522
0           0           0           0    1.933336 0.009689658    1.937752 0.009387916
0           0           0           0    1.886365    0.010991    1.870697  0.01019973
0           0           0           0    1.845667  0.01232217    1.858564  0.01325292
0           0           0           0    1.835907  0.01756086    1.828476  0.01689029
0           0           0           0    1.809597  0.02428477    1.817797  0.02566476
0           0           0           0    1.813642  0.04904949    1.779874  0.04644834
