ECal_Offset_Factor_err:	0.108658	0.00923481	7.20673e-05
WCal_Offset_Factor_err:	-0.137274	0.00751201	5.51204e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
420.5459    1.779071    539.0799    1.854544    4.051113  0.01368219     4.01233  0.01407251
336.8429    1.300716    443.7789    1.355086    3.208358 0.009741387     3.17658 0.009416626
287.9263    1.065047    387.1847    1.170167    2.740297 0.007893799    2.742888 0.007761977
257.459   0.9383653    348.7398    1.069102    2.472074 0.007057939    2.472649 0.006984897
236.6291   0.8825588    325.3799    1.006648    2.290608 0.006679886    2.275962 0.006494704
222.0109   0.8867039    307.5177   0.9800095     2.15267 0.006284347    2.141864 0.006370153
211.2266    0.869877    291.6642   0.9886998    2.069512 0.006481864    2.070498 0.006505367
202.929   0.9009533    279.8749    1.044482    1.998012 0.006981647    1.985926 0.006944363
197.9148    1.029483    273.4433    1.141016    1.927269 0.007195074    1.939057 0.007489682
192.4991    1.160021    266.1811    1.279421    1.897982 0.008829403    1.891039 0.008266553
186.7739    1.388866    262.3486    1.573668    1.864923   0.0105843    1.840946  0.01011697
184.7117    1.810786    258.2329     2.04848    1.796216  0.01438049    1.813472  0.01256035
180.4901     2.43712    253.7528    3.008869    1.765286  0.01892961    1.765644  0.02126539
181.1697    4.415587    244.7783    5.310743    1.792726  0.04017375    1.736568  0.03525977
