ECal_Offset_Factor_err:	0.0639676	0.00991035	7.79382e-05
WCal_Offset_Factor_err:	0.101467	0.0101811	7.17024e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
398.0733    1.631899    386.8494    1.401872    4.024112  0.01401883    4.049281  0.01387341
315.2537    1.178099    304.5553   0.9746911    3.203203 0.009838857    3.205434 0.009921515
271.1187   0.9783389    261.1065   0.8073196    2.728919 0.008028791    2.745233  0.00780911
244.6383   0.8776901    233.0896    0.703592    2.472164 0.007172987    2.477493 0.007021317
224.1423    0.821496    214.5745   0.6492335    2.295372 0.006675238    2.286857 0.006492187
209.5766   0.8164117    202.4038   0.6544942    2.150598  0.00649121    2.155808 0.006252146
202.8263   0.8403032    191.8471   0.6682227    2.059644 0.006560205    2.066181 0.006537621
193.3079   0.8740599    184.3992   0.6870712    1.990083 0.006860229    1.980215 0.006778729
190.1289   0.9281953    179.0801   0.7528581    1.939987 0.007401362    1.929978 0.007344034
182.9474    1.069316    175.1489   0.8382552    1.879336 0.008580162    1.870124 0.008486266
181.879     1.28731    170.9567   0.9854269    1.876696  0.01032006    1.840724 0.009923119
175.986    1.683399    168.1398    1.286312    1.828429   0.0136042    1.824294  0.01321311
174.5052    2.395669    163.7851    1.858782    1.786645  0.02131986    1.750829   0.0199677
171.5671     4.26267    165.0079    2.914254    1.774189   0.0395181    1.835031  0.04170365
