ECal_Offset_Factor_err:	0.0946346	0.00919118	6.40882e-05
WCal_Offset_Factor_err:	0.00413608	0.00823073	5.22814e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
427.7    1.558793    477.1379    1.488971    4.016431  0.01254992    4.040041  0.01218213
337.0715    1.138874    388.4798    1.108751    3.189542 0.008489714    3.168668 0.008675788
286.5704   0.9308211    337.4967   0.9220485    2.751351  0.00710481    2.739484 0.006961622
260.2889   0.8312242    300.9775   0.8256863    2.474204 0.006251005    2.466001 0.006074257
239.7257   0.7944371    277.9867   0.7716957    2.291137 0.005784549     2.28424 0.005816325
225.5184   0.7916781    260.5428   0.7550982     2.16259 0.005694981    2.143132 0.005385968
212.8762   0.7824337    249.1342   0.7695258    2.076249 0.005808313    2.067755 0.005568473
205.7766   0.8275921    240.5405   0.7862416    1.988218 0.006016415    1.991109 0.005993735
201.8294   0.9078285    233.2075   0.8147818    1.937404 0.006530685    1.933982 0.006528943
196.9073    1.047756    227.5284   0.9346801    1.876206 0.007607607    1.874666 0.007626187
188.6204    1.241777    222.5551    1.091213    1.866441 0.009089662    1.845893 0.009247389
189.5513    1.658376    217.6855    1.398416    1.794697  0.01199072    1.822226  0.01220832
187.1441    2.229897     213.448    1.824858    1.804749  0.01710238    1.795062  0.01815616
174.3171    3.667345    215.3758    2.976873    1.831005  0.03775474    1.818493  0.03069578
