ECal_Offset_Factor_err:	0.236109	0.0102104	9.20807e-05
WCal_Offset_Factor_err:	0.0151194	0.00821469	6.7727e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
370.0022    1.829452    480.2826    1.987665     3.99897  0.01637309    4.035949  0.01600713
287.3131    1.293489    391.0749    1.392827    3.159583   0.0111805    3.201711  0.01138517
245.459    1.037801    336.1883    1.164296    2.739422 0.009399434    2.752642 0.009028341
218.6992    0.941637    301.0417     1.06724    2.484594 0.008227946    2.475745 0.008047037
200.2778   0.8892098    276.1642    1.018988    2.289608  0.00774851    2.284741 0.007451294
187.8733   0.8559397    261.6404   0.9780748    2.160826 0.007435293    2.152857 0.007294478
178.0017   0.8774533    248.4982   0.9744085    2.055759 0.007733258    2.066472 0.007351285
171.633   0.8969445    238.0335    1.026111    1.997803 0.007826057    1.982548 0.007875212
167.7973   0.9775025    232.5446    1.104092    1.939182 0.008637465    1.937135 0.008421037
162.7929    1.101074    228.9299    1.285896    1.877456  0.01014648    1.895221  0.01014856
157.1683    1.308536    220.2269    1.597648    1.849665  0.01197382     1.82653  0.01096736
157.0028    1.762378    215.9632     2.04306    1.784128  0.01490575    1.820545  0.01505994
153.8368    2.352822    218.7429    3.185595    1.819658  0.02525952    1.777398  0.02275984
157.0362    3.779199    222.7296    5.532345    1.836796   0.0440205    1.760046  0.05024829
