ECal_Offset_Factor_ADCmerge_const_alhpa:	2.26531	-12587.3	-50	-nan	0.999996
WCal_Offset_Factor_ADCmerge_const_alhpa:	2.259	-12854.9	-50	-nan	0.999996

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0    4.031092  0.01646718     4.02613  0.01619479
0           0           0           0    3.187823  0.01149541    3.184429  0.01117981
0           0           0           0    2.753592 0.009284658    2.728724 0.009080359
0           0           0           0    2.476808 0.008309347    2.477603 0.008025158
0           0           0           0    2.291478 0.007870595    2.288555 0.007599744
0           0           0           0    2.164048 0.007678011    2.155544  0.00743668
0           0           0           0    2.068978  0.00754686    2.050261 0.007612449
0           0           0           0     1.98225 0.008142795    1.989976 0.008058009
0           0           0           0    1.950482 0.008925384    1.934353 0.008570542
0           0           0           0    1.886041  0.01007733     1.89565 0.009798539
0           0           0           0     1.84806  0.01214104    1.839992  0.01201828
0           0           0           0     1.84614  0.01709123    1.818432  0.01566609
0           0           0           0    1.787534  0.02279488    1.776533  0.02157843
0           0           0           0     1.80164  0.03712869    1.780608  0.04988493
