ECal_Offset_Factor_err:	0.159926	0.01009	9.56567e-05
WCal_Offset_Factor_err:	-0.0133377	0.00899478	7.93753e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
380.7132    1.961285    441.4836    1.891849     4.03705  0.01709727    4.035159  0.01681577
301.742    1.395785    357.6579    1.396124    3.185855  0.01165586    3.192055  0.01185684
257.3377    1.165553    309.2236    1.160594    2.751356 0.009518643    2.736364 0.009410655
228.8652    1.051338    277.9903    1.070041    2.458474 0.008465468    2.477542 0.008414777
210.2483   0.9429487    257.0015   0.9810347    2.287745  0.00800859    2.273225 0.007934027
199.3356   0.9459291    240.7473   0.9751775    2.169849  0.00803989    2.159456 0.007677633
189.4027   0.9411702    230.9496   0.9921666    2.073115 0.008108368    2.061615 0.008006397
181.9874   0.9649499    222.1423    1.026231    1.991323 0.008440935    1.977141 0.008288955
175.06    1.101488    213.4365    1.133508    1.920012 0.009049739    1.937931 0.008888444
172.23    1.258512    208.6764    1.246173    1.916742  0.01026192    1.898041  0.01044188
166.2612    1.414427    206.3421    1.577594    1.858102  0.01264052    1.827256  0.01173294
162.2261    1.946642    201.8413    2.137821    1.808331   0.0168925    1.816537  0.01678746
163.9017    3.044229    195.0662    3.157869    1.798895  0.02248279    1.809038  0.02538289
171.8009    4.711167    213.3091    5.900831    1.746519  0.04063268    1.771651   0.0436828
