ECal_Offset_Factor_ADCmerge_const_alhpa:	2.25588	-11819.3	-50	-nan	0.999996
WCal_Offset_Factor_ADCmerge_const_alhpa:	2.25805	-12118.6	-50	-nan	0.999996

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0    4.003554  0.01769743    3.976401  0.01715497
0           0           0           0    3.148715  0.01217933    3.195104  0.01171305
0           0           0           0    2.727197  0.00996279    2.732873 0.009505298
0           0           0           0    2.471738 0.008693339    2.467513 0.008585515
0           0           0           0    2.296059 0.008258432    2.265524 0.008006169
0           0           0           0    2.159471  0.00817897    2.159959 0.007949988
0           0           0           0    2.057262 0.008298202    2.069027 0.008026461
0           0           0           0    1.982594 0.008407361    1.987327 0.008575006
0           0           0           0    1.934736 0.009501156      1.9383 0.009175098
0           0           0           0    1.900905   0.0108123    1.871299  0.01033314
0           0           0           0    1.863547  0.01262294     1.86087  0.01278685
0           0           0           0    1.832052  0.01732911     1.75817  0.01644802
0           0           0           0     1.80282  0.02404852     1.78792  0.02465085
0           0           0           0    1.761019  0.03757344      1.7901  0.04376762
