ECal_Offset_Factor_err:	0.0846046	0.00986099	7.44073e-05
WCal_Offset_Factor_err:	-0.0341346	0.00909547	6.22773e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
403.2002    1.608466     439.872    1.439911    4.046391  0.01395041    4.046274  0.01343822
316.4028     1.15227    355.9304    1.072271     3.19379  0.00943022    3.190961 0.009164395
268.363   0.9438115    308.7463   0.8967926     2.75271 0.007535353     2.73511  0.00732017
242.643   0.8459635     277.325   0.8148816    2.469679 0.006939013    2.474424 0.006685509
222.9491   0.8065193    255.0831   0.7724536    2.295584 0.006445138    2.289543 0.006186691
209.8819    0.791315    239.8152   0.7492955    2.151523  0.00624456    2.133714 0.005753798
201.1399   0.8053936    228.6761   0.7641253    2.066666 0.006230635    2.060411 0.006265555
192.9756     0.85637    220.9566    0.789985    1.987301 0.006625581    1.972697 0.006391194
187.5145   0.8934783    215.7413   0.8930548     1.93564 0.006681473    1.921368 0.007186045
182.2853    1.017879    208.6416    1.020516    1.871926 0.008152067     1.87929 0.008137761
178.9364     1.27147    205.1452     1.18303    1.843717 0.009999775    1.849681 0.009988208
175.0859    1.689815    197.7553    1.481331    1.822003  0.01300226    1.800356  0.01298973
176.8453    2.414606    198.0651     2.31435    1.773466  0.01891908    1.799638  0.01943264
166.8037    4.101631    194.9296    4.129905    1.791596  0.03991584     1.81623  0.03859529
