ECal_Offset_Factor_err:	0.0974895	0.00897394	5.96517e-05
WCal_Offset_Factor_err:	-0.0104333	0.00820457	5.11454e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
435.7121    1.518614    487.5398    1.450393    4.037052  0.01204885    4.039592  0.01195093
346.7557    1.118469    400.0762    1.103507    3.188653 0.008276323    3.191309 0.008130831
295.8235    0.933265    344.2213   0.9173227    2.747693 0.006773864    2.741993 0.006806785
265.6726   0.8373687    309.9874   0.8219909    2.475075 0.005961875    2.477284  0.00595061
243.3416   0.7835643    286.6826   0.7500963    2.292315 0.005727278    2.280537 0.005475158
229.2792   0.7636899    269.5465   0.7625654    2.145109 0.005505617    3.350032  0.01551907
219.42   0.7777008     257.197   0.7293823    2.071171 0.005685196    2.062746  0.00551697
210.456    0.805324    247.3809   0.7727153     1.98513 0.005807574    1.980851 0.005874955
203.6715   0.8633107    238.4488   0.8702347    1.941483 0.006432714    1.940657 0.006395283
199.5104   0.9971988    233.6933   0.9364218    1.893303 0.007138918     1.86764 0.007269768
196.0558    1.187316    225.9376    1.083727    1.846403 0.008672453    1.838359 0.008694761
193.5097    1.467313    223.3031    1.307221    1.821874   0.0113616    1.826296  0.01155302
189.5871    2.238915     218.717    1.863384    1.798846  0.01801343    1.802854  0.01713151
184.8745     3.78217    222.6968    2.910477    1.714265  0.03927718     1.83248  0.03350442
