ECal_Offset_Factor_err:	0.218654	0.0102795	9.18046e-05
WCal_Offset_Factor_err:	0.00424577	0.00814867	6.62616e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
366.61    1.827737    488.5619    1.935205    3.990141  0.01590242    4.041791  0.01600174
288.3673    1.259226    391.1592    1.406878    3.163511   0.0108197    3.185433  0.01063686
244.2725    1.042884    337.9755    1.179835     2.74365  0.00904179    2.751939 0.008988608
217.4392   0.9242953    304.3355    1.059035     2.46928 0.008115301    2.469376 0.007914347
201.5694   0.8760517    282.7158   0.9894582    2.285631 0.007430318    2.282814   0.0073945
189.3626   0.8265998    263.7408   0.9456747    2.146902 0.007376208    2.155913 0.007152661
178.4602   0.8629052    252.9903   0.9847806    2.074697 0.007313376    2.038528 0.007287512
172.5699   0.8810129    240.8011     1.01947    1.970965 0.007819856    1.989249 0.007605379
167.5892   0.9807328    235.4295    1.129495    1.937488  0.00861174     1.92308 0.008605322
161.1567    1.107804    227.3608    1.260797    1.893449 0.009960066    1.897821 0.009748181
158.0511      1.3007    225.1321    1.585865    1.834205  0.01162469    1.846045  0.01174416
156.5569     1.71567     220.396    1.958864    1.844921  0.01528156     1.82476  0.01552942
155.7962     2.30201     218.717    3.171127    1.803395    0.023113    1.808341  0.02137915
151.0418    4.294763    215.2041    5.835431    1.834903  0.03829695    1.753527  0.04237707
