ECal_Offset_Factor_err:	0.0824219	0.00922699	8.22139e-05
WCal_Offset_Factor_err:	-0.0283627	0.00832671	6.72839e-05

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
424.4067    2.008969    474.3454    1.878694    4.019011   0.0155159    4.037177  0.01593216
337.3036    1.477964    389.3408    1.421017    3.185682  0.01091228    3.169095  0.01071115
289.7816    1.231378    335.9389    1.179037    2.746334 0.008699191    2.747023 0.008820738
257.2163    1.068093    303.8401    1.065393    2.460019 0.007972777    2.469985 0.007750161
239.2669    1.024432    278.3345   0.9965883    2.302464 0.007351832    2.284218 0.007406642
225.7096   0.9955628    261.4705   0.9576706    2.146651 0.007278829    2.152936  0.00704518
216.0942     1.00999    249.1994   0.9600999    2.064683 0.007323267    2.040334 0.007150072
205.8249    1.045206    239.7202    1.007008    1.994955  0.00752695    1.986896 0.007636513
199.2057    1.143464    233.4805    1.106326     1.92631 0.008314186    1.916836 0.008152897
196.4124    1.322928    224.8003    1.186189    1.886024 0.009589913    1.858894 0.009516226
191.3358        1.51    222.8442    1.410722    1.852796  0.01209569     1.84101  0.01125244
186.662    2.043671    220.0421     1.76909    1.814812  0.01504386    1.817452  0.01550891
184.3356    2.704745    216.9693    2.504836    1.822316  0.02158687    1.806704  0.02311726
192.541    4.475391     210.558    3.577104    1.834696  0.04666194    1.740633  0.04211131
