ECal_Offset_Factor_ADCmerge_const_alhpa:	2.25506	-11999.7	-50	-nan	1
WCal_Offset_Factor_ADCmerge_const_alhpa:	2.25474	-12177.2	-50	-nan	1

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
0           0           0           0    3.993004  0.01775195    4.037784   0.0171993
0           0           0           0    3.162471  0.01209512    3.179804  0.01176084
0           0           0           0    2.749085 0.009776994    2.749849 0.009739774
0           0           0           0    2.463729 0.008361583    2.465679 0.008527557
0           0           0           0     2.28703 0.008144672    2.282313 0.008166457
0           0           0           0    2.166517 0.007975709    2.152849 0.007758299
0           0           0           0    2.046405 0.007952953    2.063748 0.007720655
0           0           0           0    1.984408 0.008608519    1.990048 0.008623931
0           0           0           0    1.929605 0.009190243    1.934618 0.009100711
0           0           0           0    1.880481  0.01081428    1.881829  0.01017076
0           0           0           0    1.860571  0.01274989    1.829812  0.01253902
0           0           0           0     1.80852  0.01748551    1.816911  0.01649231
0           0           0           0     1.81066  0.02405168    1.774697  0.02362472
0           0           0           0      1.8178  0.03830111    1.838842  0.05261635
