-55  -55  0.25  0.25  0.25  0.492454  0.761755  1.18686  0.738873  1.52582
-55  -50  3.65788  0.60006  1.07171  0.894668  0.25  0.25  0.25  0.25
-55  -45  2.97233  1.20012  1.39216  3.31569  0.25  0.985572  0.319671  0.34059
-55  -40  2.80375  1.13374  1.12741  2.78971  0.25  0.25  0.25  0.25
-55  -35  2.02829  2.16393  3.55467  0.25  0.25  0.25  0.25  0.25
-55  -30  1.61889  0.833711  1.08232  0.25  0.25  0.25  0.25  0.25
-55  -25  2.09768  0.623956  0.834286  1.78998  1.02816  0.593431  2.14753  0.752308
-55  -20  1.74358  1.10852  1.48354  3.2117  0.309073  0.25  0.647538  0.25
-55  -15  1.57655  0.559629  0.623305  1.09266  0.948551  0.291836  1.65885  0.778024
-55  -10  1.27663  0.352577  0.423961  0.465869  0.502485  0.25  0.925054  0.485817
-55  -5  1.34445  0.360268  0.464754  0.625251  0.496368  0.397296  0.897108  0.545455
-55  0  0.916685  0.313103  0.40981  1.1045  0.41386  0.846295  0.638428  0.620234
-55  5  0.624402  0.354757  0.432566  1.46688  0.392176  1.00405  0.45934  0.478726
-55  10  0.438084  0.362752  0.389083  1.47528  0.490497  1.45383  0.46566  0.547177
-55  15  0.535736  0.625692  0.64334  2.31259  1.984  3.23473  2.9672  1.42534
-55  20  0.387998  0.429752  0.496062  2.08695  2.84826  2.68137  0.25  2.35609
-55  25  2.27126  1.71256  1.62524  2.58474  2.14478  0.25  1.93676  2.66864
-55  30  0.962234  0.89832  0.779021  1.38261  0.25  0.25  0.25  0.25
-55  35  0.25  0.25  0.25  0.25  1.40175  0.25  1.70023  2.79927
-55  40  1.09389  4.63055  0.25  0.25  0.25  0.25  0.25  0.25
-55  45  0.25  1.05143  1.4537  1.05366  0.25  0.25  0.25  0.25
-55  50  1.88701  0.966468  1.3582  2.53962  0.25  0.25  0.25  0.25
-55  55  3.90031  0.981071  0.847992  1.91095  0.25  0.25  0.25  0.25
-50  -55  3.17027  1.64987  2.35652  3.46222  0.25  0.25  0.922713  0.25
-50  -50  2.92202  1.71389  2.23228  4.18273  0.25  2.34092  0.25  3.61723
-50  -45  2.96843  2.22268  3.19314  0.25  0.25  0.25  0.443792  0.25
-50  -40  2.37913  1.87744  2.43256  4.57647  3.65268  0.25  3.90396  3.60698
-50  -35  2.54794  2.09755  3.65415  4.15105  0.581723  0.25  2.30678  0.495156
-50  -30  2.44343  2.18075  2.92265  4.94001  2.07297  3.41744  4.78185  1.81033
-50  -25  1.54426  0.387612  0.552772  0.55038  0.670096  0.259732  1.62309  0.483312
-50  -20  1.55272  0.361209  0.461775  0.384513  0.617375  0.311025  1.30374  0.524702
-50  -15  1.52355  0.37063  0.466252  0.400705  0.668637  0.34666  1.38717  0.570048
-50  -10  1.46827  0.392223  0.480404  0.55811  0.698068  0.432844  1.32508  0.668131
-50  -5  1.30724  0.402422  0.485384  0.815472  0.678623  0.651822  1.23861  0.682558
-50  0  1.027  0.445237  0.510871  1.15699  0.640581  1.01354  0.924125  0.703538
-50  5  0.747649  0.426706  0.487098  1.40669  0.620714  1.29714  0.697526  0.735511
-50  10  0.587806  0.439956  0.483721  1.7204  0.621857  1.45106  0.561938  0.658438
-50  15  0.465236  0.430189  0.451549  1.75218  0.590157  1.47731  0.550976  0.641159
-50  20  0.39539  0.422836  0.384706  1.76931  0.533287  1.33689  0.533039  0.661913
-50  25  0.385773  0.436617  0.401133  1.59073  0.432772  1.06599  0.45706  0.567371
-50  30  1.23018  1.0363  0.908121  2.5389  2.19723  3.20572  0.25  2.18609
-50  35  2.15641  1.87983  1.82376  3.54516  1.67753  4.39854  2.2576  2.50382
-50  40  1.58838  1.49912  2.48827  3.3621  4.19902  1.86677  0.25  3.08857
-50  45  1.67615  1.81118  2.09604  2.84386  2.95336  0.25  3.5679  3.29374
-50  50  2.27843  1.90346  2.87424  4.39702  0.25  0.25  0.25  3.61518
-50  55  0.836826  1.15233  0.948354  3.30451  2.81391  4.1391  4.74003  3.37855
-45  -55  3.19228  2.16393  1.84233  3.61703  0.447479  0.25  0.25  0.506098
-45  -50  3.29129  1.63291  1.68581  2.12728  0.25  0.25  0.25  3.50165
-45  -45  3.33678  2.87492  2.62488  4.78274  1.40175  0.891637  3.0843  0.856264
-45  -40  2.55534  2.77948  3.92581  0.25  0.25  0.25  0.768146  0.25
-45  -35  1.47102  0.839993  1.05634  1.87958  0.607015  0.296091  1.79952  0.467847
-45  -30  1.59708  0.341459  0.520698  0.391485  0.628332  0.330488  1.62126  0.472273
-45  -25  1.76559  0.36268  0.49317  0.39998  0.695197  0.355962  1.65174  0.550673
-45  -20  1.71987  0.415554  0.50452  0.469209  0.755044  0.412238  1.67338  0.594444
-45  -15  1.68875  0.460859  0.541034  0.575867  0.762426  0.440715  1.54386  0.633079
-45  -10  1.6142  0.455183  0.514276  0.713545  0.775676  0.58992  1.46738  0.655461
-45  -5  1.4251  0.460078  0.558716  0.998456  0.762516  0.835412  1.34397  0.73995
-45  0  1.17458  0.500002  0.568609  1.26105  0.729636  1.10721  1.1386  0.774869
-45  5  0.926539  0.499036  0.537438  1.49561  0.732773  1.33088  0.87841  0.822261
-45  10  0.760163  0.525813  0.578872  1.78291  0.722626  1.51735  0.70446  0.822999
