-55  -55  1.4013  2.15016  2.4972  3.2853  0.195731  0.277687  0.193313  0.270201
-55  -50  0.319182  0.211819  0.10444  0.240917  2.17709  2.68513  1.98608  1.03162
-55  -45  0.726266  0.473195  0.40246  0.484334  0.647612  0.925904  0.87587  2.01648
-55  -40  2.19083  0.562692  0.626153  0.635399  0.240064  0.273839  0.16061  0.1
-55  -35  0.132922  0.211268  0.12571  0.283453  2.17709  2.68513  1.98608  1.03162
-55  -30  0.133568  5.04893  0.109351  4.08843  0.778025  0.964983  0.796323  0.41363
-55  -25  5.00637  2.3032  0.526456  1.02645  0.27253  0.210995  0.398963  0.1
-55  -20  2.12848  0.674181  0.708009  0.640883  0.872911  1.23026  0.796323  0.710055
-55  -15  1.64261  0.687707  0.55076  0.805455  1.29603  0.661742  2.44752  1.24308
-55  -10  1.4103  0.556251  0.526115  0.540769  0.750166  0.344227  1.26734  0.683167
-55  -5  1.17296  0.297145  0.504391  0.735575  0.77359  0.720238  1.35002  0.775033
-55  0  0.901411  0.305285  0.504763  1.2059  0.515013  0.799732  0.747123  0.62905
-55  5  0.576872  0.456322  0.445571  1.54561  0.641006  1.63996  0.798258  0.8133
-55  10  0.475215  0.385243  0.565763  1.61015  0.617952  1.91486  0.683208  0.712485
-55  15  0.417634  0.606562  0.576586  1.72185  1.14806  2.19216  2.2092  0.863732
-55  20  0.825215  0.839242  0.673866  3.15063  0.76068  3.36097  0.796323  2.04776
-55  25  1.09637  1.38965  0.503729  1.54173  0.156424  0.2476  0.149092  0.1
-55  30  0.403911  0.718015  0.294607  1.20115  0.287278  0.194499  0.142316  0.141561
-55  35  1.81135  2.94208  1.31301  3.34623  0.207576  0.588902  0.209485  0.127828
-55  40  0.431985  0.222856  0.141763  0.333779  0.162863  0.260283  0.23372  0.113106
-55  45  0.746367  0.556639  0.526242  1.57261  0.168378  0.218049  0.19015  0.142925
-55  50  1.81135  2.94208  0.1  0.282251  0.570223  1.46631  0.970535  0.974668
-55  55  1.81135  2.94208  1.31301  3.34623  0.74573  1.07661  1.25554  1.09706
-50  -55  0.556469  0.190846  2.03726  0.316407  0.364729  1.07661  0.671263  0.41363
-50  -50  1.39016  0.444835  0.416151  0.4226  3.60946  1.07661  2.91211  3.08981
-50  -45  3.64365  0.962607  0.526456  1.16747  0.801604  2.32705  0.852461  1.10394
-50  -40  6.04599  2.86259  0.526456  4.94247  0.523245  0.966889  0.910478  0.511005
-50  -35  3.62688  1.17964  0.526456  2.15656  0.240064  1.42296  0.641993  0.369261
-50  -30  2.27952  1.08208  1.14381  1.66056  1.30156  0.838799  3.55783  0.895677
-50  -25  1.45836  0.424036  0.532034  0.371008  0.707038  0.44549  1.64247  0.583057
-50  -20  1.30906  0.35415  0.467764  0.357897  0.668275  0.315007  1.32439  0.525497
-50  -15  1.34416  0.398958  0.490702  0.425761  0.672107  0.332517  1.33408  0.584762
-50  -10  1.32868  0.420203  0.508887  0.533441  0.683659  0.413081  1.27409  0.652679
-50  -5  1.15629  0.442679  0.513666  0.81009  0.664287  0.604867  1.16817  0.673135
-50  0  0.925202  0.451203  0.524687  1.12592  0.614895  0.851765  0.955913  0.706041
-50  5  0.631819  0.449652  0.514391  1.40737  0.613536  1.14046  0.697038  0.709093
-50  10  0.425271  0.453411  0.505146  1.60289  0.596026  1.25376  0.572582  0.662147
-50  15  0.340676  0.460845  0.484673  1.63825  0.583712  1.22765  0.54204  0.630329
-50  20  0.293569  0.426098  0.445716  1.59006  0.566559  1.1485  0.544753  0.634107
-50  25  0.32715  0.566509  0.427671  1.87153  0.878392  1.3973  0.931307  1.03514
-50  30  1.60809  1.39081  1.24132  4.35105  0.258526  0.660288  0.396228  0.35809
-50  35  4.42742  0.973935  1.97619  5.06436  1.14369  2.82864  4.80698  1.38679
-50  40  1.45163  1.81458  1.56902  4.68432  2.23933  4.97128  2.27238  2.0022
-50  45  3.46308  3.18609  3.0762  0.1  4.39219  0.242431  0.157978  1.99137
-50  50  2.8504  3.32926  1.54671  1.57347  2.28787  1.18209  0.66524  1.65696
-50  55  0.265395  1.17964  0.184581  1.34168  0.872911  2.6177  1.51917  0.41363
-45  -55  5.52415  5.9114  4.68932  6.42128  3.74281  2.74607  3.16556  1.98846
-45  -50  5.89194  6.00935  2.60886  5.93596  1.81981  2.07935  4.39237  1.99375
-45  -45  3.70519  4.47528  4.58959  6.37102  0.547478  0.318855  1.38736  0.326965
-45  -40  3.0719  1.41584  1.1803  1.23208  0.923726  0.642974  1.55687  0.41363
-45  -35  1.51748  0.287821  0.463832  0.371245  0.959057  0.715088  2.12187  0.728551
-45  -30  1.5169  0.342686  0.485851  0.360316  0.660303  0.352216  1.56992  0.47578
-45  -25  1.5462  0.377483  0.511931  0.418609  0.688854  0.347797  1.60831  0.526049
-45  -20  1.53549  0.423053  0.530727  0.462477  0.743512  0.385864  1.58278  0.585606
-45  -15  1.51273  0.458337  0.552556  0.552182  0.764715  0.443159  1.53009  0.628188
-45  -10  1.40975  0.485954  0.567949  0.697268  0.756875  0.559282  1.44318  0.679711
-45  -5  1.22565  0.507271  0.575461  0.933123  0.732603  0.733296  1.30019  0.727959
-45  0  1.01229  0.523511  0.591685  1.19282  0.720902  0.921558  1.09443  0.765565
-45  5  0.75794  0.519724  0.583189  1.41878  0.707873  1.12701  0.873995  0.787071
-45  10  0.569337  0.528032  0.593273  1.65787  0.696672  1.29069  0.712986  0.799508
-45  15  0.431408  0.521643  0.575223  1.73888  0.663979  1.34879  0.633466  0.770682
-45  20  0.35726  0.504158  0.541229  1.71905  0.628728  1.34029  0.6137  0.763605
-45  25  0.322044  0.482434  0.534847  1.71873  0.558197  1.24573  0.619549  0.732272
-45  30  0.291215  0.445936  0.494772  1.62765  0.52126  1.17442  0.629987  0.70687
-45  35  0.580252  1.07473  0.63412  2.50749  0.586766  1.53748  0.849639  0.739255
-45  40  0.726266  1.17964  0.574672  3.37515  1.34833  0.932665  0.89367  1.06296
-45  45  2.72415  1.57722  0.526456  3.89379  0.573257  1.2454  0.506819  0.647138
-45  50  3.42503  4.00853  1.9629  2.33405  0.170388  0.598754  0.152721  0.231987
-45  55  3.38836  1.77173  1.30883  2.11797  1.75733  1.56745  1.40364  2.00141
-40  -55  4.60149  1.79811  2.6725  2.04512  1.74338  3.4135  2.29936  1.98449
-40  -50  3.43013  3.02544  5.14191  3.51409  1.60391  1.07661  0.796323  0.41363
-40  -45  3.32953  0.754882  1.16268  1.01694  1.3173  1.04978  2.78257  0.719043
-40  -40  1.7864  0.303657  0.636342  0.491005  0.783504  0.552123  1.99568  0.507234
-40  -35  1.50959  0.28341  0.489015  0.350445  0.64131  0.341953  1.66641  0.434183
-40  -30  1.65875  0.370265  0.531551  0.436163  0.681915  0.373869  1.71627  0.506486
-40  -25  1.6886  0.427749  0.556436  0.496949  0.738422  0.416911  1.71492  0.571945
-40  -20  1.59456  0.462438  0.567317  0.549468  0.773958  0.465811  1.63603  0.617443
-40  -15  1.54848  0.495206  0.583283  0.66994  0.777005  0.521681  1.56586  0.64996
-40  -10  1.42818  0.493104  0.596282  0.809582  0.767369  0.643764  1.44559  0.692048
-40  -5  1.25016  0.549562  0.613807  0.99169  0.776127  0.783157  1.32702  0.735558
-40  0  1.07101  0.560083  0.629082  1.20483  0.755349  0.928654  1.14797  0.766797
