17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
17588 -nan
