ECal_Offset_Factor_ADCmerge_const_alhpa:	0.0189423	0.00928916	145.989	0.0100882	0.986224
WCal_Offset_Factor_ADCmerge_const_alhpa:	-0.0726458	0.00659545	221.846	0.00472675	1.05224

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
436.9983     6.32821    619.7651    7.676557    3.973697  0.04609019    4.066461  0.04570576
335.899    4.350768    495.2287    5.876036    3.238801  0.02953097    3.288696  0.03370026
294.4731    3.665223    432.9467     4.82928    2.699624  0.02642419    2.771003  0.02713008
265.0838    3.251004    396.4129     4.40855    2.516149  0.02249563    2.465392  0.02204363
245.9009    3.121044    370.7622    4.167261    2.276711  0.02180297    2.275639   0.0210877
229.3354    2.960516    339.2452    3.968988    2.182874  0.01990678    2.179764  0.02152237
222.048    3.143242    329.4024     4.32832    2.038895  0.02010561    2.100599    0.021581
208.5845    3.306949    318.7085    4.700374    1.956216  0.02234989    2.027311  0.02293855
201.4416    3.424396    303.9222    4.758929    1.940727  0.02397489    1.945273  0.02530048
199.5099    4.068443    291.0873    5.422011    1.845516  0.02593897    1.938804  0.03050142
194.9126    4.537495    297.6871    6.810566    1.805315  0.02943015    1.926037  0.03552825
195.9888    5.989679    271.8462    7.579486    1.834578  0.04427789    1.818175  0.03695955
