ECal_Offset_Factor_ADCmerge_const_alhpa:	0.0444186	0.00998711	132.09	0.0121034	0.967426
WCal_Offset_Factor_ADCmerge_const_alhpa:	-0.154128	0.00909214	170.859	0.0046492	1.11014

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
404.0224    8.062579    460.3527     10.1019    4.058577   0.0734983     4.03751  0.07055118
311.6193    6.215051    381.8507    6.869177    3.178783  0.04489752    3.335001   0.0523044
278.9105     5.08647    321.8553    6.292617    2.722894  0.04237776    2.788017  0.04066164
235.6085    4.661296    291.5963    4.747559    2.469985  0.03213953    2.425676  0.03654075
217.1546    4.120984     262.314    4.762602    2.311457  0.03211415     2.27498   0.0310484
217.009    4.278377    258.4689    4.767636     2.14988  0.03189961    2.154933  0.03245811
202.3581    4.318712    237.7531    4.922047    2.031299  0.03313121    2.061788    0.036447
190.9154    4.333024    233.9138    5.056248    2.019879  0.03233911    1.998676  0.03258518
195.0907    5.051226    232.1571     5.26019    1.928177  0.03899692    1.933882  0.04101616
185.0231    5.582461    226.3831    7.290731    1.858351  0.03960169    1.872842  0.04115361
178.5839    7.439995    214.6673    7.295056    1.804851  0.06405788    1.853043  0.05119499
182.0903    10.40184    220.8587     10.2214    1.844312  0.08456376     1.75143  0.07790863
