ECal_Offset_Factor_ADCmerge_const_alhpa:	0.114433	0.00970587	78.5246	0.0197319	0.869455
WCal_Offset_Factor_ADCmerge_const_alhpa:	-0.0691947	0.00459022	269.358	0.00310991	1.05928

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
304.5848    4.657151    678.7802    8.818084    3.124756  0.03975573    3.098499  0.03459993
248.9591    3.734809    558.2688    6.422427    2.507346  0.02736196    2.515631  0.02630344
208.9648    2.982511    495.4266    6.271901    2.193506  0.02384071     2.17722  0.02343545
192.2337    2.595537    451.2256    5.218582    1.937898  0.01915352    1.942759  0.02179508
176.3935    2.371844    416.2387    4.814563    1.779022  0.01885968    1.797927   0.0203339
166.2316    2.256398    388.1058    4.761159     1.74748  0.01830153    1.738113  0.02012726
160.5484    2.249904    380.8165     4.85896    1.635043  0.01824328    1.679055  0.01912267
150.9915    2.334505    362.8917    4.944759    1.591133  0.01923778    1.652912  0.02067249
143.5537    2.626857    354.6284    5.915383     1.55401  0.02068675    1.538375  0.02347203
145.8179    2.819898    339.5027    6.982876    1.512673  0.02464558    1.495691  0.02579965
139.212    3.895284    338.5661    8.890736    1.489181  0.03006056     1.48942  0.03628073
128.5246     4.10945    319.3584    9.903306    1.433348  0.03494001    1.454453  0.04760857
