ECal_Offset_Factor_ADCmerge_const_alhpa:	0.00448572	0.007054	200.867	0.00719574	0.996844
WCal_Offset_Factor_ADCmerge_const_alhpa:	-0.00818196	0.00256548	671.19	0.00247516	1.00477

#EastData EastDataErr    WestData WestDataErr     EastSim  EastSimErr     WestSim  WestSimErr
564.0204     7.84787    1556.885    19.55545    4.055233  0.04649152    3.969232  0.03984883
457.0116    6.217011    1233.636    12.82024    3.222239  0.03459165    3.198608  0.03348479
406.5571    4.924156    1072.158    11.86416    2.811746  0.02706901    2.692878  0.02557862
352.2901    4.629595    969.7156    10.56227    2.469003  0.02376593    2.551577  0.02238941
319.0046    4.093777    919.9229    9.914907    2.285443  0.02306529    2.274536  0.02109964
305.3019    3.772887    852.4848    9.396376     2.17696  0.02190879    2.156402  0.02059049
298.4181    4.047857    811.4117     10.1045    2.073558  0.02337385    2.107215  0.02123771
282.5925    4.483958    776.5829    10.67306    2.020607  0.02411375    2.001865  0.02202541
275.1404    4.951656    754.0539    11.67627    2.007618  0.02532216    1.969095  0.02364281
279.9019    4.905023    760.8601    12.14781    1.877257  0.03013425    1.889862  0.02510205
257.1273    6.541289    719.8563    17.10999      1.8571  0.03227364    1.880247  0.03143815
250.8671    7.640262    721.1896     22.6761    1.812979  0.04272437    1.826099  0.04116253
