#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.03		3.1		0.06		3.5		0.05		2.3		2.2		9
0.04		2.6		0.06		3.6		0.04		2.5		0.06		3.2
0.04		2.2		0.07		3.4		0.04		2.4		0.06		3.1
0.04		2.7		0.08		3.1		0.05		2.4		0.07		2.7
0.04		3		0.07		2.8		0.06		2.5		0.07		2.7
0.03		3.2		0.07		2.8		0.06		2.7		0.06		2.4
0.04		3.2		0.07		3.1		0.07		3		0.06		2.4
0.04		3.2		0.07		3.1		0.07		3.1		0.07		2.3
0.04		3.4		0.08		2.9		0.07		3		0.07		2.6
0.04		3.5		0.07		3		0.08		3.1		0.07		2.4
0.04		3.3		0.07		3.2		0.08		3.5		0.07		2.2
0.05		3.4		0.08		3.3		0.08		3.5		0.08		2.6
0.06		3.4		0.08		2.9		0.08		3.3		0.08		3.2
0.06		3.4		0.08		3.4		0.08		3.4		0.09		3.5
0.06		3.9		0.07		3.6		0.08		3.7		0.08		3.7
0.06		4		0.07		3.9		0.1		4.5		0.09		2.4
