#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.06		3.8		0.09		4		0.05		3		0.07		3.1
0.06		4.6		0.12		4.5		0.05		2.5		0.07		4
0.06		3.7		0.11		5		0.06		2.3		0.07		3.4
0.07		3.7		0.12		4.8		0.06		2.7		0.08		3.3
0.07		3.9		0.12		4.7		0.06		2.9		0.08		3.1
0.07		4		0.12		5.1		0.06		3.4		0.07		2.9
0.08		4.4		0.12		5.4		0.07		3.7		0.07		3.1
0.09		4.6		0.13		4.8		0.08		3.5		0.08		2.9
0.1		5.3		0.12		4.5		0.08		3.8		0.09		3.1
0.1		5.5		0.11		5.2		0.08		4.2		0.08		3.1
0.11		5.4		0.11		6.8		0.08		4.4		0.08		3.1
0.11		5.5		0.12		4.9		0.08		4.4		0.08		3.3
0.12		6.1		0.1		5.4		0.09		4.4		0.08		3.4
0.12		6.3		0.11		5.2		0.09		4.2		0.09		3.8
0.13		7.4		0.11		5.8		0.09		5		0.09		4.5
0.13		5.2		0.1		4.8		0.1		6.1		0.08		3.9
