#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.05		4.2		0.07		2.9		0.04		2.7		0.05		1.8
0.05		3.7		0.09		3.5		0.04		1.8		0.05		3.6
0.05		3.3		0.09		4.1		0.04		1.7		0.05		3.2
0.06		3.7		0.1		4		0.06		2.1		0.07		2.8
0.07		3.6		0.11		4.3		0.06		2.1		0.07		2.4
0.07		3.8		0.1		4.6		0.06		2.7		0.06		2.4
0.07		3.7		0.11		4.9		0.06		3.1		0.06		2.3
0.08		4		0.12		4.8		0.07		3.2		0.07		2.1
0.09		4.2		0.11		4.2		0.07		2.9		0.07		2.2
0.08		4.5		0.09		4.3		0.07		3.4		0.07		2.2
0.09		5.5		0.1		6.1		0.08		3.7		0.07		2.3
0.1		5.2		0.11		3.9		0.07		3.6		0.07		2.4
0.1		5		0.09		4.4		0.08		3.6		0.07		2.9
0.1		5.5		0.08		4.6		0.07		3.6		0.07		3
0.1		5.9		0.09		5		0.07		4		0.06		3.2
0.11		4.2		0.08		4.4		5.09		12		0.06		2.9
