#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.04		2.6		0.07		3.2		0.03		1.6		1.21		9
0.04		2.7		0.06		5.2		0.03		1.9		0.04		1.8
0.04		2.5		0.07		4.6		0.03		1.7		0.04		2.1
0.04		3		0.08		3.5		0.04		1.4		0.04		1.9
0.04		3.4		0.08		2.9		0.04		1.7		0.04		1.6
0.04		3.1		0.09		3.2		0.04		1.9		0.04		1.6
0.04		3		0.08		3.6		0.04		1.9		0.04		1.7
0.04		3.6		0.08		3.8		0.04		2		0.04		1.5
0.05		4		0.09		3.4		0.05		1.9		0.04		1.7
0.05		4.4		0.08		3.2		0.05		2.2		0.05		1.6
0.05		4.6		0.09		4		0.05		2.6		0.05		1.7
0.06		5		0.1		3.8		0.06		2.5		0.05		2.2
0.08		4.3		0.11		3.9		0.06		2.6		0.06		2.3
0.08		4.4		0.1		4.6		0.05		2.4		0.07		2.6
0.08		4.6		0.08		5.2		0.05		3.4		0.06		2.6
0.07		3.2		0.07		2.5		0.05		6.4		0.05		2.1
