#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.03		2.7		0.07		2.4		0.04		2		1.51		9
0.04		2.8		0.07		4.9		0.03		1.4		0.03		2
0.05		2.9		0.08		4.3		0.03		1.7		0.04		2.2
0.06		3.4		0.09		4.1		0.04		1.6		0.05		2.3
0.06		4		0.1		4.1		0.04		1.6		0.04		1.9
0.06		4.5		0.1		4.3		0.04		1.8		0.04		1.7
0.05		3.9		0.1		4.2		0.05		2		0.04		1.6
0.06		3.8		0.1		4.2		0.05		2.2		0.04		1.6
0.07		4.4		0.1		4.3		0.05		2.3		0.05		1.7
0.06		5		0.1		4		0.05		2.2		0.05		1.6
0.07		5.2		0.1		4.2		0.05		2.5		0.05		1.6
0.08		5.6		0.1		4.6		0.04		2.4		0.05		2
0.08		5		0.1		4.3		0.05		2.1		0.05		2.2
0.07		4.4		0.1		5.5		0.04		2.2		0.05		2.1
0.08		4.7		0.1		5.2		0.04		2.6		0.04		2.4
0.07		4.5		0.08		2.5		0.05		2.3		0.04		1.5
