#cathEX_trigg	cathEX_clip	cathEY_trigg	cathEY_clip	cathWX_trigg	cathWX_clip	cathWY_trigg	cathWY_clip
0.05		3.6		0.08		9		0.04		3.1		1.96		9
0.05		4.3		0.09		5.7		0.03		2.4		0.05		3.1
0.06		4		0.1		6		0.04		2.6		0.06		3.2
0.06		4.2		0.12		5.7		0.05		2.7		0.07		3.4
0.07		4.8		0.13		4.9		0.06		2.7		0.07		3
0.07		4.6		0.14		4.8		0.07		3.2		0.06		2.7
0.07		4.9		0.12		5.3		0.07		3.4		0.06		2.9
0.08		5		0.13		5.3		0.07		3.7		0.06		2.8
0.09		5.5		0.12		5.1		0.07		3.5		0.07		2.9
0.09		6.3		0.13		5.6		0.07		3.8		0.06		2.6
0.1		6.5		0.13		5.9		0.07		4.4		0.06		2.8
0.12		6.3		0.14		5.4		0.07		3.9		0.07		3.2
0.13		6.2		0.13		5.7		0.07		3.9		0.07		3.8
0.11		5.6		0.14		5.1		0.06		4		0.09		3.7
0.11		5.9		0.13		5.5		0.07		4.1		0.09		4.2
0.09		5.1		0.11		3.2		0.08		4.8		0.07		2.5
